SITE_ID	VISIT_NO	MONTH	DAY	YEAR	SITE_TYPE	LAKE_SAMP	TNT	LON_DD	LAT_DD	FLD_LON_DD	FLD_LAT_DD	FLD_SRC	ST	EPA_REG	NESLAKE	NESLAKE_ID	STRATUM	PANEL	MDCATY	WGT	WGT_NLA	ADJWGT_CAT	URBAN	WSA_ECO3	WSA_ECO9	ECO_LEV_3	NUT_REG	ECO_NUTA	LAKE_ORIGIN	ECO3_X_ORIGIN	REF_CLUSTER	RT_NLA	REF_NUTR	AREA_HA	LAKEAREA	LAKEPERIM	SLD	DEPTH_X	DEPTHMAX	ELEV_PT	HUC_2	HUC_8	REACHCODE	COM_ID	STATUS_VER	STATUS_FLD	STATUS_DSK	PERM_WATER	NON_SALINE	SRFC_AREA	METER_DEEP	OPEN_WATER	AQUACULTUR	DISPOSAL	SEWAGE	EVAPORATE	PHYS_ACCES	FLAG_INFO	COMMENT_INFO	SAMPLED_PROFILE	SAMPLED_SECCHI	SAMPLED_ASSESS	SAMPLED_PHAB	INDXSAMP_PHAB	SAMPLED_CHEM	INDXSAMP_CHEM	SAMPLED_CHLA	INDXSAMP_CHLA	SAMPLED_ZOOP	INDXSAMP_ZOOP	SAMPLED_PHYT	INDXSAMP_PHYT	SAMPLED_CORE	INDXSAMP_CORE	SAMPLED_INF	INDXSAMP_INF	SAMPLED_ENTE	INDXSAMP_ENTE	SAMPLED_MICR	INDXSAMP_MICR	SAMPLED_SDHG	INDXSAMP_SDHG	VISIT_ID	FID_1
NLA06608-1167	1	9	20	2007	PROB_Lake	Target_Sampled	Target	-84.32304093	42.12121846	-84.31411	42.11937	Index_site	MI	Region_5			NLALake	OverSamp	0.014267504	69.41462169	33.17025852	MI_LP	TRUE	PLNLOW	UMW	56	VII	VII	NATURAL	PLNLOW NATURAL	C	SO-SO	N	232.8622654	2.328622654	9.266729094	1.713057639	15.5	15.5	294.94	04	04100002	04100002001089	13227430	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	8182	1254
NLA06608-1170	1	7	18	2007	PROB_Lake	Target_Sampled	Target	-111.3838226	41.18833129	-111.396586	41.18911	Index_site	UT	Region_8			NLALake	OverSamp	0.063529769	15.58912282	4.975432594	UT	FALSE	WMTNS	WMT	19	II	II	MAN-MADE	WMTNS MAN-MADE	G	SO-SO	N	143.8261351	1.438261351	13.22884189	3.111701927	39	39	1830	16	16020101	16020101000814	10089124	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8183	1257
NLA06608-1172	1	6	27	2007	PROB_Lake	Target_Sampled	Target	-86.21179967	39.27750349	-86.221389	39.2825	Index_site	IN	Region_5			NLALake	OverSamp	0.001312891	754.345388	236.0552488	IN	FALSE	EHIGH	SAP	71	IX	IX	MAN-MADE	EHIGH MAN-MADE	A	TRASH	N	6.315548975	0.06315549	1.308242078	1.468512434	7.7	7.7	249.35	05	05120202	05120202000683	18469408	Target_Sampled	Sampleable	Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8184	1259
NLA06608-1174	1	8	15	2007	PROB_Lake	Target_Sampled	Target	-70.66748588	45.33667139	-70.677818	45.34442	Index_site	ME	Region_1			NLALake	OverSamp	0.010740478	92.20942966	68.10333034	ME	FALSE	EHIGH	NAP	58	VIII	VIII	NATURAL	EHIGH NATURAL	B	REF	N	272.7759227	2.727759227	23.28120235	3.976467679	26	26	385.45	01	01030002	01030002000570	1031477	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	8185	1261
NLA06608-1175	1	8	21	2007	PROB_Lake	Target_Sampled	Target	-94.33240543	45.00157961	-94.3331	45.00304	Index_site	MN	Region_5			NLALake	OverSamp	0.006162343	160.7137579	116.1182748	MN	FALSE	PLNLOW	UMW	51	VII	VII	NATURAL	PLNLOW NATURAL	E	SO-SO	N	428.3024256	4.283024256	9.177586327	1.250973988	3	3	322.88	07	07010204	07010204002197	4981466	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	8186	1262
NLA06608-1177	1	6	28	2007	PROB_Lake	Target_Sampled	Target	-79.04177704	35.03251939	-79.04127	35.03312	Index_site	NC	Region_4			NLALake	OverSamp	0.008008569	123.6642097	93.75543666	NC	TRUE	PLNLOW	CPL	65	IX	IX	MAN-MADE	PLNLOW MAN-MADE	D	SO-SO	Y	17.33483744	0.173348374	2.913383349	1.973934852	2.7	2.7	48.24	03	03030004	03030004003312	8848311	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8187	1264
NLA06608-1179	1	8	1	2007	PROB_Lake	Target_Sampled	Target	-88.12382987	42.28383032	-88.12445	42.28675	Index_site	IL	Region_5			NLALake	OverSamp	0.011896903	83.24632031	50.01411312	IL	TRUE	PLNLOW	TPL	54	VI	VI	MAN-MADE	PLNLOW MAN-MADE	E	SO-SO	N	34.78292943	0.347829294	4.631947519	2.215519722	1.5	1.5	238.86	07	07120006	07120006001794	14770012	Target_Sampled	Sampleable	Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	NO	YES	NO CORE SAMPLE	YES	NO	YES	YES	YES	NO	YES	8188	1266
NLA06608-1181	1	6	26	2007	PROB_Lake	Target_Sampled	Target	-78.52879549	35.81387892	-78.52776	35.81419	Index_site	NC	Region_4			NLALake	OverSamp	0.023973689	41.31084525	31.31962228	NC	TRUE	EHIGH	SAP	45	IX	IX	MAN-MADE	EHIGH MAN-MADE	A	SO-SO	Y	20.75538846	0.207553885	2.884278558	1.785939884	1.8	1.8	54.74	03	03020201	03020201004738	8781643	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8189	1268
NLA06608-1183	1	8	29	2007	PROB_Lake	Target_Sampled	Target	-110.7617077	40.67877769	-110.761323	40.679855	Index_site	UT	Region_8			NLALake	OverSamp	0.017060691	58.05001359	18.5272727	UT	FALSE	WMTNS	WMT	19	II	II	NATURAL	WMTNS NATURAL	F	REF	Y	10.95893361	0.109589336	1.67703314	1.429066915	12	12	3277.17	14	14060003	14060003004464	11974911	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	8190	1270
NLA06608-1185	1	8	16	2007	PROB_Lake	Target_Sampled	Target	-82.77867302	27.84728979	-82.781538	27.85022	Index_site	FL	Region_4	NESLake	1248	NLALake	OverSamp	0.12642225	7.833853361	2.082890779	FL	TRUE	PLNLOW	CPL	75	XII	CPL	NATURAL	PLNLOW NATURAL	D	TRASH	N	276.8084358	2.768084358	14.51797068	2.461565081	2.4	2.4	1.25	03	03100207	03100207003126	16933868	Target_Sampled	Sampleable	Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	8191	1272
NLA06608-1189	1	9	21	2007	PROB_Lake	Target_Sampled	Target	-74.67614714	41.70034673	-74.67702	41.70171	Index_site	NY	Region_2			NLALake	OverSamp	0.004339637	228.2156967	245.2421149	NY	TRUE	EHIGH	NAP	62	VIII	VIII	NATURAL	EHIGH NATURAL	B	SO-SO	N	30.35309538	0.303530954	2.185119877	1.11884221	7.9	8	438.73	02	02040104	02040104002123	4146934	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	8192	1276
NLA06608-1190	1	6	25	2007	PROB_Lake	Target_Sampled	Target	-123.3000758	44.08794072	-123.30274	44.09042	Index_site	OR	Region_10			NLALake	OverSamp	0.050250135	19.70886987	4.40366347	OR	TRUE	WMTNS	WMT	3	I	II	MAN-MADE	WMTNS MAN-MADE	F	SO-SO	N	3230.277164	32.30277164	44.53661254	2.210509348	5.3	5.3	115.1	17	17090003	17090003	23769069	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8193	1277
NLA06608-1191	1	8	6	2007	PROB_Lake	Target_Sampled	Target	-97.8223278	30.00789769	-97.822222	30.009724	Index_site	TX	Region_6			NLALake	OverSamp	0.018863276	52.50272359	14.65122326	TX	TRUE	PLNLOW	SPL	32	V	V	MAN-MADE	PLNLOW MAN-MADE	D	SO-SO	N	63.03037904	0.63030379	5.143504514	1.827591939	2.2	2.2	194.9	12	12100203	12100203000661	1629479	Target_Sampled	Sampleable	Sampleable	Yes	Yes	Yes	Yes	Yes					Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8194	1278
NLA06608-1195	1	7	2	2007	PROB_Lake	Target_Sampled	Target	-86.47388358	41.41506353	-86.479444	41.426389	Index_site	IN	Region_5			NLALake	OverSamp	0.041978069	23.59263768	7.382779885	IN	TRUE	PLNLOW	TPL	54	VI	VI	NATURAL	PLNLOW NATURAL	C	SO-SO	N	129.117075	1.29117075	8.541185273	2.120417457	8.9	8.9	222.37	07	07120001	07120001003395	13432623	Target_Sampled			Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	8195	1282
NLA06608-1198	1	7	25	2007	PROB_Lake	Target_Sampled	Target	-95.84076097	46.41917873	-95.83897	46.41949	Index_site	MN	Region_5			NLALake	OverSamp	0.00250556	395.2702715	285.5891281	MN	FALSE	PLNLOW	UMW	51	VII	VII	NATURAL	PLNLOW NATURAL	C	SO-SO	N	34.53984756	0.345398476	2.558291207	1.227961747	10	10	405.95	09	09020103	09020103003383	6658571	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	8196	1285
NLA06608-1199	1	8	15	2007	PROB_Lake	Target_Sampled	Target	-84.96745506	39.60633701	-84.973889	39.606389	Index_site	IN	Region_5	NESLake	1839	NLALake	OverSamp	0.12642225	7.833853361	2.451426407	IN	FALSE	PLNLOW	TPL	55	VI	VI	MAN-MADE	PLNLOW MAN-MADE	C	SO-SO	Y	72.75154288	0.727515429	6.371979051	2.107406442	11.7	11.7	254.76	05	05080003	05080003001178	3921415	Target_Sampled			Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8197	1286
NLA06608-1204	1	8	28	2007	PROB_Lake	Target_Sampled	Target	-93.11174318	34.44592488	-93.03534	34.43674	Index_site	AR	Region_6	NESLake	510	NLALake	OverSamp	0.12642225	7.833853361	3.801481249	AR	TRUE	EHIGH	SAP	36	XI	XI	MAN-MADE	EHIGH MAN-MADE	A	TRASH	N	2506.867396	25.06867396	186.5510673	10.51059072	30	30	118.4	08	08040101	08040101002070	15237662	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8198	1291
NLA06608-1206	1	8	2	2007	PROB_Lake	Target_Sampled	Target	-86.80571961	46.04071508	-86.805423	46.040869	Index_site	MI	Region_5			NLALake	OverSamp	0.003831487	258.4827754	141.00558	MI_UP	FALSE	PLNLOW	UMW	50	VIII	VIII	NATURAL	PLNLOW NATURAL	E	REF	N	11.82276917	0.118227692	1.343363212	1.102120077	2.2	2.2	229.44	04	04030111	04030111000226	12013840	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	8199	1293
NLA06608-1207	1	7	26	2007	PROB_Lake	Target_Sampled	Target	-92.56439548	45.31578279	-92.561667	45.313889	Index_site	WI	Region_5			NLALake	OverSamp	0.00595348	166.3520122	159.855637	WI	FALSE	PLNLOW	UMW	51	VII	VII	NATURAL	PLNLOW NATURAL	C	SO-SO	N	26.13304762	0.261330476	2.187962762	1.207368843	7	7	286.83	07	07030005	07030005003298	2647022	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	8200	1294
NLA06608-1208	1	7	12	2007	PROB_Lake	Target_Sampled	Target	-97.16290101	38.75947482	-97.165	38.76066	Index_site	KS	Region_7			NLALake	OverSamp	0.034639995	28.59045899	15.24267062	KS	FALSE	PLNLOW	SPL	27	V	V	MAN-MADE	PLNLOW MAN-MADE	E	SO-SO	N	12.85293825	0.128529382	1.629498586	1.282176597	3.2	3.2	372.63	10	10260008	10260008003884	18881980	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8201	1295
NLA06608-1208	2	7	25	2007	PROB_Lake	Target_Sampled	Target	-97.16290101	38.75947482	-97.16487	38.76057	Index_site	KS	Region_7			NLALake	OverSamp	0.034639995	28.59045899	15.24267062	KS	FALSE	PLNLOW	SPL	27	V	V	MAN-MADE	PLNLOW MAN-MADE	E	SO-SO	N	12.85293825	0.128529382	1.629498586	1.282176597	3.4	3.4	372.63	10	10260008	10260008003884	18881980	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES (Top only)	NO	NOT DONE	NO	YES	NO	YES	NO	YES	NO	8202	1296
NLA06608-1209	1	8	15	2007	PROB_Lake	Target_Sampled	Target	-75.52182529	41.09921102	-75.51247	41.09998	Index_site	PA	Region_3	NESLake	4227	NLALake	OverSamp	0.12642225	7.833853361	3.283942861	PA	TRUE	EHIGH	NAP	62	VIII	VIII	MAN-MADE	EHIGH MAN-MADE	B	SO-SO	N	208.6935041	2.086935041	16.82150512	3.284773698	4.5	4.5	494.21	02	02040106	02040106001187	4185105	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8203	1297
NLA06608-1210	1	8	15	2007	PROB_Lake	Target_Sampled	Target	-101.5137215	47.86470218	-101.50762	47.86283	Index_site	ND	Region_8			NLALake	OverSamp	0.044741928	22.1352412	19.94722145	ND	FALSE	PLNLOW	NPL	42	V	V	NATURAL	PLNLOW NATURAL	E	SO-SO	N	52.4948738	0.524948738	4.697762391	1.829058798	1.4	1.4	621.61	10	10110101	10110101008235	21541462	Target_Sampled	Sampleable	Do_Field													YES	YES, CLEAR TO BOTTOM	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	8204	1298
NLA06608-1217	1	7	24	2007	PROB_Lake	Target_Sampled	Target	-117.3323799	48.27375687	-117.321114	48.290057	Index_site	WA	Region_10			NLALake	OverSamp	0.033801553	29.29964099	8.741017273	WA	FALSE	WMTNS	WMT	15	II	II	MAN-MADE	WMTNS MAN-MADE	F	SO-SO	N	194.5544583	1.945544583	8.051289981	1.628320697	1	1	619.78	17	17010216	17010216001022	22999291	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8207	1305
NLA06608-1219	1	8	20	2007	PROB_Lake	Target_Sampled	Target	-99.45309149	47.0508466	-99.45255	47.05068	Index_site	ND	Region_8			NLALake	OverSamp	0.040633112	24.37355445	21.96428238	ND	FALSE	PLNLOW	NPL	42	V	V	MAN-MADE	PLNLOW MAN-MADE	E	SO-SO	N	143.1940326	1.431940326	10.70362818	2.523269409	2.2	2.2	530.42	10	10130103	10130103004841	14680710	Target_Sampled	Sampleable	Do_Field													YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	8208	1307
NLA06608-1220	1	7	11	2007	PROB_Lake	Target_Sampled	Target	-88.31948013	35.67385009	-88.319743	35.679378	Index_site	TN	Region_4			NLALake	OverSamp	0.050875012	19.46679401	21.25955527	TN	FALSE	PLNLOW	CPL	65	IX	IX	MAN-MADE	PLNLOW MAN-MADE	D	REF	N	56.72361018	0.567236102	5.791879965	2.169365298	2.2	2.2	131.98	06	06040001	06040001003749	19542924	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8209	1308
NLA06608-1222	1	7	31	2007	PROB_Lake	Target_Sampled	Target	-70.3351834	41.65548495	-70.337778	41.655	Index_site	MA	Region_1			NLALake	OverSamp	0.004905026	201.9099278	129.5449334	MA	TRUE	PLNLOW	CPL	84	XIV	CPL	NATURAL	PLNLOW NATURAL	D	SO-SO	N	18.44599889	0.184459989	2.646565613	1.738307662	6.5	6.5	9.79	01	01090002	01090002003384	5878337	Target_Sampled		Do_Field	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	SAMPLE LOST	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	8210	1310
NLA06608-1223	1	7	24	2007	PROB_Lake	Target_Sampled	Target	-93.46829619	43.37516208	-93.50822	43.39121	Index_site	IA	Region_7			NLALake	OverSamp	0.017212901	57.53669238	24.94654946	IA	FALSE	PLNLOW	TPL	47	VI	VI	NATURAL	PLNLOW NATURAL	E	SO-SO	N	15.06310307	0.150631031	3.656605613	2.657761253	1.8	1.8	380.39	07	07080203	07080203000513	6565659	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	8211	1311
NLA06608-1224	1	7	12	2007	PROB_Lake	Target_Sampled	Target	-96.10401913	33.16058732	-96.10297	33.15907	Index_site	TX	Region_6			NLALake	OverSamp	0.018863276	52.50272359	14.65122326	TX	TRUE	PLNLOW	SPL	32	V	V	MAN-MADE	PLNLOW MAN-MADE	D	SO-SO	N	69.98056695	0.69980567	3.352558138	1.130531474	5.5	5.5	155.46	12	12010001	12010001000957	5253697	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes					Yes			YES	YES	YES	YES	YES	YES	YES	NO (SAMPLING FAILED)	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	NO	YES	YES	YES	YES	YES	8212	1312
NLA06608-1227	1	7	3	2007	PROB_Lake	Target_Sampled	Target	-86.00305553	40.49021653	-86.008056	40.493611	Index_site	IN	Region_5			NLALake	OverSamp	0.01127306	87.85311101	27.49163488	IN	TRUE	PLNLOW	TPL	55	VI	VI	MAN-MADE	PLNLOW MAN-MADE	E	SO-SO	N	12.74231305	0.127423131	1.436199689	1.134973603	6.3	6.3	253.44	05	05120107	05120107000372	20097195	Target_Sampled			Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8213	1315
NLA06608-1232	1	8	22	2007	PROB_Lake	Target_Sampled	Target	-91.00152146	39.29721636	-91	39.29889	Index_site	MO	Region_7			NLALake	OverSamp	0.012147079	81.53181521	21.69128674	MO	FALSE	PLNLOW	TPL	72	IX	IX	MAN-MADE	PLNLOW MAN-MADE	C	SO-SO	N	13.64715444	0.136471544	1.90071869	1.451415845	8.1	8.1	206.81	07	07110004	07110004003290	6008292	Target_Sampled		Do_Field	Yes	Yes	Yes	Missing	Yes	Missing	No	Missing	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8214	1320
NLA06608-1236	1	8	16	2007	PROB_Lake	Target_Sampled	Target	-105.1611962	35.55992713	-105.16132	35.53992	Index_site	NM	Region_6			NLALake	OverSamp	0.05000003	19.80745568	25.77191998	NM	TRUE	WMTNS	XER	22	III	III	MAN-MADE	WMTNS MAN-MADE	G	SO-SO	Y	18.493556	0.18493556	1.756089384	1.151944278	1.9	1.9	1980.04	13	13060001	13060001001623	20814240	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	8215	1324
NLA06608-1238	1	8	16	2007	PROB_Lake	Target_Sampled	Target	-70.52697713	44.04280484	-70.52095	44.02523	Index_site	ME	Region_1			NLALake	OverSamp	0.010740478	92.20942966	68.10333034	ME	FALSE	EHIGH	NAP	58	VIII	VIII	NATURAL	EHIGH NATURAL	B	SO-SO	N	537.0270384	5.370270384	14.10140688	1.716561768	18.6	18.6	129.68	01	01060001	01060001001233	6718889	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	8216	1326
NLA06608-1239	1	7	24	2007	PROB_Lake	Target_Sampled	Target	-94.95289584	45.23854717	-94.94831	45.24435	Index_site	MN	Region_5	NESLake	27A3	NLALake	OverSamp	0.12642225	7.833853361	5.66008504	MN	TRUE	PLNLOW	UMW	51	VII	VII	NATURAL	PLNLOW NATURAL	E	SO-SO	N	72.68044022	0.726804402	6.987628124	2.312150384	3	3	361.19	07	07010204	07010204001673	4251634	Target_Sampled	Sampleable	Do_Field	Yes	Yes	Yes		Yes	No	No	No	No				YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	8217	1327
NLA06608-1240	1	7	18	2007	PROB_Lake	Target_Sampled	Target	-96.50308213	34.52419902	-96.50284	34.52637	Index_site	OK	Region_6			NLALake	OverSamp	0.02910147	34.0317304	9.346499571	OK	FALSE	PLNLOW	SPL	29	IX	IX	MAN-MADE	PLNLOW MAN-MADE	C	SO-SO	N	38.13388497	0.38133885	4.454118912	2.034704517	6.5	6.7	214.01	11	11140104	11140104001229	6066218	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8218	1328
NLA06608-1241	1	6	23	2007	PROB_Lake	Target_Sampled	Target	-79.31994397	36.11835531	-79.31986	36.10414	Index_site	NC	Region_4			NLALake	OverSamp	0.064924794	15.25416276	11.56487147	NC	TRUE	EHIGH	SAP	45	IX	IX	MAN-MADE	EHIGH MAN-MADE	A	SO-SO	N	280.5817178	2.805817178	43.25442397	7.284435729	7.5	7.5	161.97	03	03030002	03030002003394	8889016	Target_Sampled		Not_sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	No			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	8219	1329
NLA06608-1242	1	7	10	2007	PROB_Lake	Target_Sampled	Target	-87.97829791	43.80794846	-87.974167	43.808056	Index_site	WI	Region_5			NLALake	OverSamp	0.00355126	278.8794333	267.9886398	WI	FALSE	PLNLOW	TPL	53	VII	VII	NATURAL	PLNLOW NATURAL	C	SO-SO	N	21.19364392	0.211936439	3.207156061	1.965225292	7.1	7.1	269.46	04	04030101	04030101001347	12175156	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	8220	1330
NLA06608-1243	1	8	7	2007	PROB_Lake	Target_Sampled	Target	-85.4335164	41.49584791	-85.429722	41.501667	Index_site	IN	Region_5			NLALake	OverSamp	0.07748997	12.78066524	3.999418784	IN	TRUE	PLNLOW	UMW	56	VII	VII	NATURAL	PLNLOW NATURAL	C	SO-SO	N	86.2795263	0.862795263	9.597849109	2.914842613	13.4	13.4	270.12	04	04050001	04050001005384	12265178	Target_Sampled			Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	8221	1331
NLA06608-1244	1	8	7	2007	PROB_Lake	Target_Sampled	Target	-100.4927777	42.56509972	-100.49407	42.56443	Index_site	NE	Region_7			NLALake	OverSamp	0.06081946	16.2838239	4.160811284	NE	FALSE	PLNLOW	SPL	44	IV	IVnat	NATURAL	PLNLOW NATURAL	E	SO-SO	N	158.8522664	1.588522664	7.318841269	1.638101049	2.1	2.1	872.35	10	10150004	10150004001377	16031138	Target_Sampled		Do_Field	Yes	Yes	Yes	Missing	Missing	Missing	Missing	Missing	Missing	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	8222	1332
