"site_id"	"resampled"	"type"	"stratified"	"deltaT"	"epithick"	"thermodepth"	"anoxiaV"	"hypoxiaV"	"schmidth_stability"	"month"	"year"	"lat"	"lon"	"X"	"Y"	"elevation"	"ECO9"	"lake_origin"	"area"	"volume"	"WALA_ratio"	"depth"	"SDI"	"forest"	"agric"	"precip"	"avgtemp"	"mintemp"	"maxtemp"	"chla"	"color"	"TN"	"TP"	"DOC"	"cond"	"turb"	"nutrient_color"
"NLA06608-1989-2007-1"	"NLA06608-1989"	"1"	"1"	1	1.90085312482072	5.76754555645733	6.36390665244712	0	3924.98759711181	7.44254928344891	"8"	"2007"	42.20289954	-114.8909997	974495.986439914	1789617.68846707	"1593"	"XER"	"man-made"	3.93036586	14018304.9006667	42.6737417264254	10.7	2.49043237450776	0.9	2	28.5987066666667	12.0896296296296	4.22666666666667	19.9503703703704	17.12	11	658	71	3.72	92.7	9.06	"green"
"NLA06608-1989-2012-1"	"NLA06608-1989"	"1"	NA	0	NA	NA	NA	NA	NA	0.76430690823475	"6"	"2012"	42.20637168	-114.8788521	975710.605310046	1790003.36426045	"1593"	"XER"	"man-made"	3.930365949	NA	70.8149716871963	NA	2.49043388448059	0.800313	1.200632	59.9964933333333	5.96814814814815	-0.685925925925926	12.6337037037037	12.24	18	465	84	2.93	90.6	4.33	"green"
"NLA06608-1992-2007-1"	"NLA06608-1992"	"0"	"6"	0	1.06549611489323	0	3.2	0	943.632250350861	1.98285301290636	"9"	"2007"	32.45275022	-96.06121126	2852970.28786236	707501.950753437	"115.81"	"CPL"	"man-made"	0.0486993	59413.146	52.8492571145786	3.66	1.47830265950317	5.7	86.2	111.299413333333	24.8485185185185	18.9781481481481	30.7151851851852	104.4	25	2041	108	9.37	87.19	23.9	"murky"
"NLA06608-1998-2007-1"	"NLA06608-1998"	"0"	"2"	1	1.94458203123899	2.73148483092965	4.61256352289495	0	3577.60501360545	6.42273125363748	"8"	"2007"	46.60064001	-88.11725533	3641330.69961027	2278295.06966509	"525.63"	"UMW"	"natural"	0.525907937	1227118.51966667	3.32235674359104	7	1.9518591628683	42.1	0	65.1645466666667	13.1303703703704	6.45407407407407	19.7762962962963	3.323	25	430	13	7.72	23.05	1.51	"brown"
"NLA06608-2005-2007-1"	"NLA06608-2005"	"0"	"6"	0	0.967109634551498	0	2.05	0	0	0.516472618930289	"7"	"2007"	42.29737384	-116.1124743	852352.290827225	1800111.71828563	"1651"	"XER"	"man-made"	0.566404114	396482.8798	136.458965444591	2.1	1.8424518705943	0	0	35.0689333333333	9.08407407407407	1.77851851851852	16.3888888888889	194.4	16	1398	276	6.14	178	45.5	"green"
"NLA06608-2007-2007-1"	"NLA06608-2007"	"0"	"5"	0	0	2.2	NA	0	0	0.0271881589961164	"6"	"2007"	45.75699008	-97.32017864	2727746.33446432	2184519.32126005	"583.97"	"TPL"	"natural"	0.541151203	396844.215533333	3.11513349624763	2.2	2.039578073355	2.9	0	63.73368	6.57851851851852	0.115555555555556	13.0437037037037	6.72	5	1331	59	12.23	641.1	3.2	"green"
"NLA06608-2009-2012-1"	"NLA06608-2009"	"0"	NA	0	NA	NA	NA	NA	NA	0.76430690823475	"6"	"2012"	35.1098162	-81.98461692	4247399.28708838	1002219.77539327	"236.89"	"SAP"	"man-made"	0.7665414285	NA	307.539142769244	NA	3.78206963449037	49.520301	23.477198	84.1281866666667	15.6796296296296	9.02185185185185	22.3596296296296	4.697142857	10	238	37	2.07	45.8	2.94	"green"
"NLA06608-2010-2007-1"	"NLA06608-2010"	"0"	"6"	0	0.510106142728088	0	3.5	0	0	1.46161481498305	"7"	"2007"	31.19633242	-89.30335606	3523837.92986602	568185.616280553	"55.3"	"CPL"	"man-made"	0.307481443	409975.257333333	16.3012709875958	4	1.60148303723996	44.7	14	79.2598533333333	20.2274074074074	13.3674074074074	27.0951851851852	14.304	12	494	24	4.21	38.85	2.91	"blue"
"NLA06608-2027-2007-1"	"NLA06608-2027"	"0"	"2"	1	0.867958457512124	1.47783940117999	3.43905253198712	0	0	1.05534948986985	"6"	"2007"	42.23979744	-105.6303731	1899630.65670741	1793716.21803913	"2339.29"	"WMT"	"man-made"	0.150139492	225209.238	45.0693433277368	4.5	1.40579139877636	16.6	0	33.8412666666667	4.60777777777778	-2.58814814814815	11.8103703703704	3.952	29	551	49	8.12	93.7	9.21	"murky"
"NLA06608-2036-2007-1"	"NLA06608-2036"	"1"	"2"	1	1.90389787215615	1.61306713376115	4.30207354963114	0	2461.37950413223	6.87323085284128	"7"	"2007"	41.43839158	-93.5509726	3102436.75850437	1704703.9391121	"238.24"	"TPL"	"natural"	0.06618376	121336.893333333	3.93825589540395	5.5	1.76526957266154	5.4	0	94.615	11.4396296296296	5.59111111111111	17.2951851851852	4.408	5	278	11	3.48	389.7	3.13	"blue"
"NLA06608-2036-2012-1"	"NLA06608-2036"	"1"	"2"	1	1.29762231733325	2.53651125285018	4.87814042637619	0	0	2.92503140197443	"6"	"2012"	41.43874241	-93.54970598	3102562.55847069	1704742.90313195	"238.24"	"TPL"	"man-made"	0.06618384421	125749.303999	4.33791658794438	5.7	1.7652648102567	5.642633	1.567398	69.17436	11.7811111111111	5.52148148148148	18.0396296296296	4.12	5	401	18	3.4	334	1.48	"blue"
"NLA06608-2037-2007-1"	"NLA06608-2037"	"0"	"3"	1	1.80181818181818	0	0.25	0	0	0.20502628006022	"6"	"2007"	39.58892136	-118.6723206	596317.73545008	1499330.37779072	"1189.99"	"XER"	"man-made"	0.297043234	148521.617	12.2669672556824	1.5	1.83159987186889	0	0	15.6277733333333	8.65518518518519	0.828888888888889	16.492962962963	19.2	19	1190	175	6.53	518	24.3	"green"
"NLA06608-2039-2007-1"	"NLA06608-2039"	"0"	"5"	0	0	0.8	NA	0	0	0.00432040440341446	"8"	"2007"	43.10411616	-94.8984756	2968559.36437293	1889730.22969013	"425.32"	"TPL"	"natural"	0.834518289	222538.2104	9.10952256074522	0.8	2.02653862275209	0.1	75.5	110.181813333333	16.5385185185185	10.4248148148148	22.6485185185185	338.4	24	4691	277	14.6	315.9	97.6	"murky"
"NLA06608-2049-2007-1"	"NLA06608-2049"	"0"	"1"	1	10.0287515224146	6.37109802521885	8.53921603235649	625152.923515556	821319.03902535	120.167769987875	"9"	"2007"	48.02025253	-115.0345388	960143.583399901	2436123.17577442	"1015"	"WMT"	"natural"	0.820171474	6151286.055	142.389621929231	22.5	2.05403952516783	79.8	0.1	47.33544	15.897037037037	7.87333333333333	23.8814814814815	1.415	6	276	5	4.19	292.9	0.88	"blue"
"NLA06608-2056-2007-1"	"NLA06608-2056"	"1"	"2"	1	0.760204015363271	1.54872286831223	4.25	0	51823.6043333334	1.45317496862641	"8"	"2007"	41.46950026	-93.92037248	3065744.80708044	1708158.95286901	"278.75"	"TPL"	"man-made"	0.932824878	1399237.317	49.2380348265111	4.5	2.99690143844865	4.5	88.1	125.21692	18.0985185185185	11.9703703703704	24.2181481481481	92.16	13	2082	572	6.92	251.1	33	"green"
"NLA06608-2056-2012-1"	"NLA06608-2056"	"1"	"5"	0	0	4	NA	0	0	0.598192927693336	"6"	"2012"	41.46944302	-93.9205438	3065727.78856405	1708152.59562329	"278.75"	"TPL"	"man-made"	0.9328222097	1243762.94626667	49.4332064337304	4	2.99690132019932	4.537825	87.9733	68.7950533333333	11.6148148148148	5.36185185185185	17.8662962962963	87.7	13	1271	241	4.67	267	8.51	"green"
"NLA06608-2072-2007-1"	"NLA06608-2072"	"0"	"2"	1	0.759366100520619	0.664216380554806	1.82200794164766	0	2336.35333333333	0.778486274844351	"8"	"2007"	32.25404093	-95.80076799	2878866.6693364	685466.478866601	"153.21"	"CPL"	"man-made"	0.043806625	36505.5208333333	22.5328105737431	2.5	1.27339541458187	3.2	81.1	109.374093333333	23.6333333333333	17.6611111111111	29.5940740740741	105.84	45	1134	78	12.33	65.5	9.38	"murky"
"NLA06608-2074-2007-1"	"NLA06608-2074"	"1"	"5"	0	0	3	NA	0	0	0.297424049937386	"6"	"2007"	30.43252366	-84.54449705	3994718.69286394	483504.974012797	"20.82"	"CPL"	"man-made"	33.60424496	33604244.96	132.426110638613	3	6.48477435573577	43.8	25.4	56.7825466666667	19.7707407407407	13.2548148148148	26.3044444444444	61.091	24	1004	72	7.02	93.76	13.4	"murky"
"NLA06608-2074-2012-1"	"NLA06608-2074"	"1"	"5"	0	0	5	NA	0	0	0.260702556220988	"7"	"2012"	30.43458497	-84.56553879	3992639.83255146	483733.490388639	"20.82"	"CPL"	"man-made"	33.60424755	56007079.25	132.446731870434	5	6.48477268001039	31.798611	25.71761	144.9578	24.4707407407407	18.5248148148148	30.3844444444444	34.48888889	29	854	70	8.43	95.3	3.72	"murky"
"NLA06608-2076-2007-1"	"NLA06608-2076"	"0"	"1"	1	10.9391234267033	2.6169013208472	5.08764865140603	0	331710.754068871	47.7950450383399	"9"	"2007"	35.15138649	-93.42662016	3114786.99207351	1006831.70674609	"156.34"	"SAP"	"man-made"	0.351052489	1287192.45966667	125.46403107827	11	1.86435686435804	95.5	0.1	92.7523333333333	23.9425925925926	17.9125925925926	29.9555555555556	3.59	6	124	11	2.08	30.31	3.33	"blue"
"NLA06608-2078-2007-1"	"NLA06608-2078"	"0"	"4"	1	0.490085485696017	1.66457669654773	1.66457669654773	0	0	0.819583635773799	"8"	"2007"	46.25503439	-88.08997243	3644032.3115996	2239877.66139478	"437.7"	"UMW"	"natural"	0.433896265	723160.441666667	22.6374260124134	5	1.84447788619478	68.2	0	70.0413466666667	15.397037037037	8.64740740740741	22.122962962963	8.64	4	569	7	6.04	33.39	1.66	"blue"
"NLA06608-2082-2007-1"	"NLA06608-2082"	"1"	"4"	1	1.24097580999382	19.6602366934213	19.6602366934213	0	0	22.4154429992675	"9"	"2007"	42.15139597	-122.6008217	203287.483345116	1783896.84060332	"684.22"	"WMT"	"man-made"	2.564942382	18382087.071	64.494797684699	21.5	2.96736351256363	55.2	0.5	25.8182533333333	14.9074074074074	6.76518518518519	23.0585185185185	3.568	4	496	17	3.07	118.4	3.35	"blue"
"NLA06608-2082-2012-1"	"NLA06608-2082"	"1"	"1"	1	9.21660971962062	15.4949504312583	15.5597108894272	0	0	211.766466612693	"7"	"2012"	42.15782464	-122.6076343	202605.84501239	1784610.91339556	"684.22"	"WMT"	"man-made"	2.564946697	19579093.1204333	64.4543417447839	22.9	2.96736575823636	55.164924	0.467633	84.0875466666667	9.18555555555556	2.55407407407407	15.8211111111111	1.624	3	213	25	2.96	117.7	1.51	"blue"
"NLA06608-2086-2007-1"	"NLA06608-2086"	"1"	"1"	1	1.4678476405183	2.68723506340853	3.48469744866723	0	0	0.811637968044122	"8"	"2007"	44.76204445	-71.95362413	5232582.22935092	2073944.19895773	"594.9"	"NAP"	"natural"	0.125477778	209129.63	9.51084741076623	5	1.38383470985129	82.1	1.2	104.890146666667	13.842962962963	7.46481481481481	20.2088888888889	1.592	9	276	5	2.78	167	0.651	"blue"
"NLA06608-2086-2012-1"	"NLA06608-2086"	"1"	"1"	1	0.68452480129206	0.1	0.55	0	0	0.660366946007859	"7"	"2012"	44.76282381	-71.95376535	5232568.42231219	2074030.80700172	"594.9"	"NAP"	"natural"	0.1254780078	167304.0104	9.05178527374285	4	1.38383193675253	81.616481	1.18859	84.6141733333333	9.14814814814815	2.96222222222222	15.3337037037037	0.858666667	15	308	12	2.51	169.5	0.39	"blue"
"NLA06608-2087-2007-1"	"NLA06608-2087"	"0"	"5"	0	0	3	NA	0	0	0.0195207317302531	"7"	"2007"	45.55715378	-97.41707065	2718106.06421441	2162308.59200642	"556.59"	"TPL"	"natural"	0.245341798	245341.798	10.343026637475	3	1.16385745644561	0	7.5	66.93916	13.3233333333333	6.39666666666667	20.25	64.512	18	2859	197	16.74	963.7	24.9	"green"
"NLA06608-2091-2007-1"	"NLA06608-2091"	"0"	"3"	1	1.78396375583231	0	0.5	0	0	13.6989346085964	"7"	"2007"	32.35269226	-86.4904329	3802342.90884149	696406.135200228	"38.12"	"CPL"	"man-made"	53.25718765	221904948.541667	788.743530658439	12.5	20.5654226796759	59.7	17.3	59.39028	17.6088888888889	10.0940740740741	25.1225925925926	20.43	9	401	53	2.55	144.4	5.1	"green"
"NLA06608-2092-2007-1"	"NLA06608-2092"	"1"	"5"	0	0	2	NA	0	0	0.0846897821067508	"9"	"2007"	32.71215655	-91.70157522	3286031.40749282	736269.348473931	"26.76"	"CPL"	"man-made"	0.501152878	334101.918666667	8.03200454732298	2	2.76094808001048	19.4	44.6	132.271346666667	25.6777777777778	20.2540740740741	31.1011111111111	84.96	12	1804	135	7.22	59.47	9.23	"green"
"NLA06608-2092-2012-1"	"NLA06608-2092"	"1"	"3"	1	1.64285714285714	0	0.5	0	0	0.456711529905845	"6"	"2012"	32.71181859	-91.70543665	3285648.25724468	736231.868931442	"26.76"	"CPL"	"man-made"	0.501152865	334101.91	3.22536314309473	2	2.7609512969112	9.4098	36.804009	135.566573333333	20.4644444444444	14.8066666666667	26.1337037037037	44	36	1694	109	10.58	56.2	6.94	"murky"
"NLA06608-2094-2007-1"	"NLA06608-2094"	"0"	"6"	0	3.19949737762238	0	1.19614899341169	0	3567.050775	5.65047815251979	"7"	"2007"	29.09294251	-97.08741125	2750903.88495184	335014.440244259	"67.94"	"CPL"	"man-made"	0.063414236	67641.8517333333	10.2738027940603	3.2	1.07909234187634	3.7	67.5	101.928506666667	19.367037037037	13.0585185185185	25.6351851851852	20.64	40	438	35	6.55	28.45	5.55	"murky"
"NLA06608-2095-2007-1"	"NLA06608-2095"	"1"	"1"	1	1.36498662945558	5.49772011013963	6.1446093231933	0	0	9.6895601987634	"7"	"2007"	42.2494978	-109.4410083	1519176.8611038	1794793.71498056	"2059.87"	"XER"	"man-made"	8.682137808	36175574.2	117.063499391071	12.5	3.26279177820326	13.6	0.1	35.06724	7.61592592592593	0.106666666666667	15.1325925925926	2.888	15	316	48	3.02	114.3	12.5	"green"
"NLA06608-2095-2012-1"	"NLA06608-2095"	"1"	NA	0	NA	NA	NA	NA	NA	0.76430690823475	"7"	"2012"	42.27144044	-109.4346462	1519812.35282456	1797231.06709359	"2059.87"	"XER"	"man-made"	8.682136377	NA	117.061956147044	NA	3.2627984682013	13.57622	0.05632	25.21204	8.36185185185185	0.422222222222223	16.3011111111111	1.756	15	254	52	3.5	98.1	4.87	"green"
"NLA06608-2103-2007-1"	"NLA06608-2103"	"0"	"5"	0	0	2	NA	0	0	-0.00844284588648511	"6"	"2007"	44.8372406	-99.90500153	2470437.16678902	2082300.58634844	"557.78"	"NPL"	"natural"	1.821478425	1214318.95	37.3185298036127	2	1.46601872132047	0	42.3	58.0898	4.61888888888889	-1.77481481481481	11.0188888888889	8.133	20	3503	170	25.25	4562	7.96	"green"
"NLA06608-2114-2007-1"	"NLA06608-2114"	"1"	"2"	1	1.02559656929397	1.77484328500283	3.43029187828818	0	0	1.62455921555024	"7"	"2007"	39.68531765	-79.23033272	4518735.92543653	1510033.03301495	"779.28"	"SAP"	"man-made"	0.127526278	199791.168866667	28.4715792850161	4.7	1.47984112125543	56.1	16.1	75.4109066666667	15.8348148148148	9.54481481481482	22.0796296296296	3.408	0	402	1	1.78	793.4	1.82	"blue"
"NLA06608-2114-2012-1"	"NLA06608-2114"	"1"	"2"	1	0.383118516122252	1.07576702964971	2.3	0	0	0.185378240732901	"7"	"2012"	39.68564758	-79.23041764	4518727.56857833	1510069.66467919	"779.28"	"SAP"	"man-made"	0.1275269087	110523.320873333	28.2999094412934	2.6	1.47984403971391	55.985038	14.389028	73.49744	17.0003703703704	10.8725925925926	23.1062962962963	0.842666667	10	271	5	1.9	610	2.27	"blue"
"NLA06608-2117-2007-1"	"NLA06608-2117"	"1"	"5"	0	0	0.8	NA	0	0	0.00120673961237529	"9"	"2007"	28.62097337	-81.62199477	4283155.31752869	282704.490250795	"19.85"	"CPL"	"natural"	124.0832568	33088868.48	3.36660591826117	0.8	1.48025172690766	3.1	29.1	130.506893333333	26.7418518518519	21.0933333333333	32.3696296296296	149.6	20	5572	169	25.11	416.7	34.7	"green"
"NLA06608-2117-2012-1"	"NLA06608-2117"	"1"	"5"	0	0	1	NA	0	0	0.00294003040219356	"7"	"2012"	28.62012601	-81.62390666	4282966.82258651	282610.577739937	"19.85"	"CPL"	"natural"	124.0832607	41361086.9	2.90997426348803	1	1.48025196473927	1.178966	11.91005	146.143133333333	24.5603703703704	18.6285185185185	30.4585185185185	80.9	25	4763	132	21.61	415	37.85	"murky"
"NLA06608-2120-2007-1"	"NLA06608-2120"	"1"	"3"	1	13.6750622454793	0	2.60402248049509	0	125366.078334156	31.2290853880578	"7"	"2007"	32.59300712	-98.31569017	2628679.11438374	723055.880055233	"273.8"	"SPL"	"man-made"	0.138661616	332787.8784	38.0880435000844	7.2	1.50752111867135	43.9	0.5	113.521066666667	20.9018518518519	14.7488888888889	27.0196296296296	13.472	60	869	28	12.66	132.3	4.5	"brown"
"NLA06608-2120-2012-1"	"NLA06608-2120"	"1"	"5"	0	0	3	NA	0	0	-0.0116471354532354	"8"	"2012"	32.5933156	-98.31780702	2628468.41457869	723090.089636503	"273.8"	"SPL"	"man-made"	0.1386610093	138661.0093	37.8599657192147	3	1.50751850619119	43.373907	0.360021	57.8730533333333	24.6592592592593	17.6744444444444	31.6325925925926	4.72	30	633	34	9.2	159.5	1.48	"murky"
"NLA06608-2123-2007-1"	"NLA06608-2123"	"1"	"5"	0	0	2	NA	0	0	8.23112397879211e-13	"8"	"2007"	44.32794024	-97.1167168	2747988.46383607	2025705.28602935	"536.68"	"TPL"	"natural"	0.208673761	139115.840666667	51.7606968803327	2	1.16584859973254	0.3	66.9	70.4612933333333	15.91	8.91111111111111	22.9040740740741	166.629	24	3009	613	13.47	1596	35	"murky"
"NLA06608-2123-2012-1"	"NLA06608-2123"	"1"	"3"	1	1.08361450498278	0	1.03936287697894	0	0	0.122310500350835	"8"	"2012"	44.32793752	-97.11673425	2747986.72783653	2025704.98378663	"536.68"	"TPL"	"natural"	0.2086728463	125203.70778	52.3422201282621	1.8	1.16584888486836	0.304878	68.918918	53.6431066666667	18.0037037037037	10.1944444444444	25.8285185185185	43.1	28	2259	501	14.08	2040	18.09	"murky"
"NLA06608-2131-2007-1"	"NLA06608-2131"	"0"	"5"	0	0	1.5	NA	0	0	3.90482619282564e-14	"6"	"2007"	45.89624924	-99.10161914	2550439.52271203	2199997.68877835	"593.51"	"NPL"	"natural"	0.701921725	350960.8625	10.3654116076832	1.5	1.19827234471403	0.2	19	64.75984	6.93481481481481	0.459259259259259	13.4118518518519	13.44	7	1820	14	22.46	2170	15.4	"blue"
"NLA06608-2134-2007-1"	"NLA06608-2134"	"0"	"5"	0	0	2.7	NA	0	0	0.154594664450712	"8"	"2007"	45.89266323	-122.7435687	189004.827690091	2199599.10643303	"4.11"	"WMT"	"man-made"	0.31811312	286301.808	4.82035626509211	2.7	2.35849984037309	0	5.9	56.5404	11.877037037037	5.49703703703704	18.2244444444444	6.149	6	211	21	1.51	40.14	2.89	"blue"
"NLA06608-2135-2007-1"	"NLA06608-2135"	"0"	"5"	0	0	5	NA	0	0	0.0565741688580634	"8"	"2007"	44.70838784	-96.47788918	2811532.87065261	2067981.52214736	"512.94"	"TPL"	"natural"	1.454547605	2424246.00833333	5.00446344621357	5	1.37236520118368	0.1	22.3	72.6778666666667	16.7188888888889	9.72	23.7103703703704	15.216	7	1117	24	10.04	1943	4.61	"blue"
"NLA06608-2137-2012-1"	"NLA06608-2137"	"0"	NA	0	NA	NA	NA	NA	NA	0.76430690823475	"6"	"2012"	36.95945142	-81.80846875	4264769.41906346	1207454.69536811	"1078.72"	"SAP"	"man-made"	1.332756662	NA	8.12984101211941	NA	1.71733239719347	61.782541	0	83.75904	14.2625925925926	7.65259259259259	20.872962962963	3.664	23	191	9	2.86	18.62	0.86	"brown"
"NLA06608-2152-2007-1"	"NLA06608-2152"	"1"	"5"	0	0	10	NA	0	0	1.24196092630735	"10"	"2007"	37.85925631	-93.32597024	3124782.61511067	1307319.8437259	"256.6"	"SAP"	"man-made"	33.71814359	112393811.966667	48.4876424657281	10	9.13757273211296	38.7	50.3	94.3440666666667	23.2814814814815	17.1033333333333	29.4907407407407	23.832	13	535	29	4.34	266.2	1.65	"blue"
"NLA06608-2152-2012-1"	"NLA06608-2152"	"1"	"5"	0	0	9	NA	0	138757.805144033	0.644840550550291	"9"	"2012"	37.87140844	-93.28360934	3128989.3586613	1308668.65639058	"256.6"	"SAP"	"man-made"	33.71814665	101154439.95	48.4673654284459	9	9.13757811801326	38.88571	50.225326	65.1256	23.5603703703704	16.4433333333333	30.7	34.88	20	803	48	4.24	266	2.5	"green"
"NLA06608-2154-2007-1"	"NLA06608-2154"	"0"	"5"	0	0	1.5	NA	0	0	0.00115855087808896	"7"	"2007"	31.26784195	-86.94775581	3757096.5880982	576114.12542745	"79.53"	"CPL"	"man-made"	0.230024261	115012.1305	6.22337274240825	1.5	1.46758393634635	21.1	46.4	68.49364	20.2844444444444	12.9796296296296	27.5881481481481	46.4	5	1007	112	5.93	110.1	9.52	"green"
"NLA06608-2155-2007-1"	"NLA06608-2155"	"0"	"1"	1	16.7729912785616	3.57373201651024	5.64027373703682	0	354465.525019864	200.36249586138	"7"	"2007"	41.627105	-85.02364851	3947372.64473867	1725663.24779105	"309.84"	"UMW"	"natural"	0.530291392	3093366.45333333	6.03984035064254	17.5	1.43013010309632	7.1	18.5	80.16748	15.6011111111111	9.1462962962963	22.0577777777778	1.464	7	644	1	7.9	486.9	2.43	"blue"
"NLA06608-2162-2007-1"	"NLA06608-2162"	"0"	"1"	1	16.0005107111645	1.87239002282047	4.61670644950948	0	292750.123971193	44.9552880166211	"7"	"2007"	41.51134268	-71.57318015	5269771.07304925	1712806.11425908	"36.33"	"NAP"	"natural"	0.569106241	1707318.723	9.10367847995538	9	1.1198343733024	59.8	4.1	116.071226666667	9.75074074074074	4.25407407407408	15.2551851851852	3.744	21	295	21	4.52	61.52	0.846	"brown"
"NLA06608-2170-2007-1"	"NLA06608-2170"	"0"	"1"	1	1.33996585162414	1.40107065041627	1.6439466285416	0	0	0.193001607683655	"8"	"2007"	47.30587695	-112.4310378	1220416.36024175	2356696.21012378	"1388"	"NPL"	"natural"	0.83230665	762947.7625	9.80069784255599	2.75	1.13045207067085	0.6	2.3	49.0694133333333	14.3340740740741	6.58555555555556	22.0411111111111	3.96	6	5109	65	74.59	10470	3.63	"green"
"NLA06608-2177-2007-1"	"NLA06608-2177"	"0"	"1"	1	8.2877358716085	8.50244964027356	9.66431451231391	1775.71750826446	22558.1890864708	24.4162703174626	"9"	"2007"	48.671943	-114.7318229	990411.647096939	2508589.23326304	"1109"	"WMT"	"natural"	0.429723637	2363480.0035	4.42310832903986	16.5	2.27707612418233	77.9	0	47.498	15.7403703703704	7.74777777777778	23.6925925925926	1.389	5	334	3	3.22	221.8	0.5	"blue"
"NLA06608-2185-2007-1"	"NLA06608-2185"	"0"	"1"	1	8.14444460116721	10.9053647817443	12.0573563847954	0	6457798.30583333	106.379738435969	"7"	"2007"	38.66086617	-119.5263528	510883.803146666	1396299.66678961	"1527.26"	"XER"	"man-made"	7.749357967	51662386.4466667	4.25924971082188	20	1.87012770099107	3.1	0	13.66012	13.8592592592593	5.45222222222222	22.2707407407407	4.2	6	188	15	2.31	142.7	2.01	"blue"
"NLA06608-2187-2007-1"	"NLA06608-2187"	"1"	"4"	1	2.18866498655105	17.1940040101977	17.1940040101977	0	5423040.58592593	18.0623868697039	"7"	"2007"	33.45373979	-87.35441691	3716851.68345333	818515.334986753	"57.03"	"SAP"	"man-made"	22.52647628	146422095.82	485.24446496343	19.5	13.4351216996511	58.7	18.6	62.8582266666667	18.6281481481481	11.1933333333333	26.0618518518519	14.96	9	366	20	2.52	426.5	3.31	"blue"
"NLA06608-2187-2012-1"	"NLA06608-2187"	"1"	"1"	1	1.38189941484862	6.14804249371192	6.42570986356547	0	0	13.6029758845876	"5"	"2012"	33.29204144	-87.3913824	3713192.91688079	800581.191313501	"57.03"	"SAP"	"man-made"	13.0187197	54678622.74	839.69682069216	12.6	8.14731986277578	58.872894	17.837766	110.793106666667	15.6766666666667	9.15777777777778	22.1759259259259	18	9	505	30	2.17	299	2.35	"blue"
"NLA06608-2193-2007-1"	"NLA06608-2193"	"1"	"5"	0	0	1	NA	0	0	0.00785298127115193	"8"	"2007"	46.41950629	-124.0354961	59738.0310775569	2258160.01342974	"6.52"	"WMT"	"natural"	0.176229454	58743.1513333333	7.20067116589943	1	2.93555010538995	55	0	40.32504	13.5725925925926	6.86592592592593	20.2544444444444	1.664	40	294	15	7.13	79.71	1.44	"brown"
"NLA06608-2193-2012-1"	"NLA06608-2193"	"1"	"5"	0	0	0.9	NA	0	0	0.000854178512114076	"7"	"2012"	46.42201675	-124.0356028	59727.3548569812	2258439.07500003	"6.52"	"WMT"	"natural"	0.1762294147	52868.82441	7.06805962241049	0.9	2.9355571417517	57.080925	0	109.1692	8.54777777777778	3.04111111111111	14.0492592592593	7.912	150	344	21	9.09	68.3	0.95	"brown"
"NLA06608-2196-2007-1"	"NLA06608-2196"	"0"	"2"	1	0.379312954164917	1.01735889182936	2.24590902879266	0	79.5333776785713	0.345900396960588	"8"	"2007"	39.29388434	-86.46070725	3805283.43137809	1466574.21177021	"212.34"	"SAP"	"man-made"	0.069282409	64663.5817333333	24.8336429092701	2.8	1.53341572338557	93.7	0	81.89468	17.4455555555556	10.9196296296296	23.9788888888889	3.376	5	407	15	3.71	138.4	1.59	"blue"
"NLA06608-2217-2007-1"	"NLA06608-2217"	"1"	"1"	1	7.45960736735193	3.68878496825193	4.66754743035381	0	0	11.8729186666268	"6"	"2007"	34.4202345	-111.0896969	1354464.22549142	925720.144561435	"2220"	"WMT"	"man-made"	0.241384051	740244.423066666	42.3042533990781	9.2	3.00332761855125	93.4	0	13.2520266666667	12.8074074074074	4.71148148148148	20.9162962962963	2.787	17	300	9	6.93	22.36	1.65	"blue"
"NLA06608-2217-2012-1"	"NLA06608-2217"	"1"	"2"	1	1.2657814944022	4.84109434181196	6.5778579213309	0	677.122329134341	2.48157110999284	"8"	"2012"	34.42742317	-111.0867324	1354760.44599029	926517.584187328	"2220"	"WMT"	"man-made"	0.2413835303	627597.17878	42.4602254919875	7.8	3.00332844576823	93.493151	0	24.4940666666667	22.5477777777778	14.0425925925926	31.052962962963	3.3075	12	253	11	4.51	19.54	1.58	"blue"
"NLA06608-2219-2007-1"	"NLA06608-2219"	"0"	"2"	1	0.361930802502737	1.61848556693709	2.75	0	0	0.217878030651569	"7"	"2007"	41.29977616	-86.40845658	3810452.03996953	1689309.16519136	"229.81"	"UMW"	"man-made"	0.312586624	312586.624	40.9206773031977	3	2.26582676997163	21.2	43.2	78.28788	12.7288888888889	6.45185185185185	19.0133333333333	20.52	16	634	33	8.11	344.3	3.99	"green"
"NLA06608-2241-2007-1"	"NLA06608-2241"	"1"	"1"	1	13.9514509595102	2.8563873227315	5.15584389247646	0	3726624.94911565	178.308463237212	"9"	"2007"	48.15402125	-117.3189991	731685.045123399	2450997.18960294	"682.11"	"WMT"	"natural"	1.20369258	8425848.06	64.7658765413342	21	2.41534032259641	74.4	0	34.25444	14.5237037037037	7.6537037037037	21.3744444444444	1.128	11	256	9	4.06	89.9	0.45	"blue"
"NLA06608-2241-2012-1"	"NLA06608-2241"	"1"	"1"	1	19.3259774707365	1	NA	0	2983425.6183144	228.282073578075	"7"	"2012"	48.15395251	-117.3185295	731732.014101344	2450989.54617432	"682.11"	"WMT"	"natural"	1.20369071	7543128.44933333	66.4421520464489	18.8	2.41534044701235	74.80813	0	106.3498	9.1162962962963	3.50037037037037	14.7251851851852	3.701333333	20	259	38	3.76	83.7	0.61	"green"
