"","siteid_07","sampling_event","visit_no","day","month","year","lat","lon","state","EPA_reg","ECO9","HUC2","HUC8","lake_origin","area_km2","perim_km","elevation_m","depthmax_m","SLD","WGT","secchi_m","clear_to_bottom","basinarea_km2","pct_forest","pct_agric","chla_ugL","color_PCU","NTL_ugL","PTL_ugL","NA_mgL","DOC_mgL","cond_uScm","turb_NTU","nutrient_color","siteid_12","UID","WALA_ratio","site_id","sampled_depthmax_m","resampled","Julian.day","precip_5","avgtemp_5","mintemp_5","maxtemp_5","precip_4","avgtemp_4","mintemp_4","maxtemp_4","precip_3","avgtemp_3","mintemp_3","maxtemp_3","precip_2","avgtemp_2","mintemp_2","maxtemp_2","precip_1","avgtemp_1","mintemp_1","maxtemp_1","RelO212","VolT12","SedArea","VoltoSedArea","HypoThick"
"1523","NLA06608-2513","NLA06608-2513-2007-1",1,21,8,2007,47.13285576,-122.5619208,"WA","region_10","WMT",17,17110019,"natural",4.414867637,17.47030509,72.65,28.9,2.34550689277414,2.337088279,5.19,0,70.34114677,54.1,0.2,3.541,5,259,5,4.463,3.15,115.7,0.795,"blue","NLA12_WA-103",NA,15.9327872438319,"NLA06608-2513",27,1,233,41.0972,13.4918518518519,6.80074074074074,20.1577777777778,33.2083833333333,15.1833333333333,8.21527777777778,22.1337962962963,30.8525333333333,16.7197530864198,9.68148148148148,23.7388888888889,25.8233333333333,18.337037037037,11.062962962963,25.5824074074074,20.5232,18.1888888888889,10.8444444444444,25.5166666666667,99.2634606675134,8.4198250728863,1104024.74240181,4.6653654687376,14
"1563","NLA06608-2800","NLA06608-2800-2007-1",1,25,9,2007,47.67808029,-112.4771506,"MT","region_8","NPL",10,10030104,"man-made",6.174970922,23.28450537,1332,8.8,2.64328886374007,2.212647044,4,0,12.47628387,0,0.1,2.411,5,235,11,4.19,2.74,380.3,2.3,"blue","NLA12_MT-106",NA,2.02046034347301,"NLA06608-2800",8.5,1,268,46.9019466666667,16.3148148148148,8.20814814814815,24.3851851851852,33.8709,17.7055555555556,9.36574074074074,26.012962962963,25.8064,18.4518518518519,9.85617283950617,27.0228395061728,26.5684,16.5555555555556,8.06759259259259,25.0342592592593,34.036,13.7777777777778,5.60185185185185,21.9907407407407,17.9567160061403,16.6905349794239,1953926.62364895,2.99980465434319,9
"1572","NLA06608-2833","NLA06608-2833-2007-1",1,15,8,2007,47.91880419,-120.164879,"WA","region_10","XER",17,17020009,"man-made",0.766525159,4.397976296,375.52,18.5,1.41704859995945,7.363183584,4.39,0,42.2399668,19.4,4.3,3.061,10,640,16,22.31,6.62,454.3,0.835,"blue","NLA12_WA-111",NA,55.1057800308939,"NLA06608-2833",18,1,227,45.73016,13.0074074074074,6.40962962962963,19.5777777777778,35.0244833333333,14.6722222222222,7.77916666666667,21.5449074074074,32.0717333333333,16.3345679012346,9.31111111111111,23.3388888888889,28.3125333333333,18.0148148148148,10.8296296296296,25.1712962962963,22.352,18.7222222222222,11.3333333333333,26.0833333333333,99.8582992038283,8.64568,14007.7168672276,0.832749486301764,2.5
"1575","NLA06608-2881","NLA06608-2881-2007-1",1,21,9,2007,48.45509278,-114.388,"MT","region_8","WMT",17,17010210,"natural",13.35841549,26.06315998,913,49.7,2.01161406796908,1.69454268,6.95,0,324.1716356,79.6,1.1,0.886,0,50,1,1.158,1.52,171.3,0.47,"blue","NLA12_MT-111",NA,24.2672221000067,"NLA06608-2881",48,1,264,47.1186933333333,16.1059259259259,8.04074074074074,24.1333333333333,36.0637666666667,17.6518518518519,9.33981481481482,25.9277777777778,26.5176,18.5925925925926,10.0166666666667,27.1388888888889,25.5016,17.2333333333333,8.68611111111111,25.7638888888889,31.5976,14.5777777777778,6.30555555555556,22.8722222222222,30.1615105671585,7.07215296153063,6433439.20213552,11.3301349473161,34
"1604","NLA06608-3147","NLA06608-3147-2007-1",1,21,8,2007,41.077102,-86.46356279,"IN","region_5","UMW",5,5120106,"natural",0.968169697,5.635049145,218.5,9.1,1.61553746258173,3.999418784,1.05,0,11.92605353,4.4,73,37.656,20,999,46,6.784,8.97,365,6.19,"green","NLA12_IN-108",NA,12.3181437788793,"NLA06608-3147",8.6,1,233,83.947,18.77,12.2085185185185,25.3477777777778,79.4850666666667,21.1236111111111,14.4462962962963,27.8138888888889,86.4220888888889,22.5574074074074,15.9611111111111,29.1524691358025,93.1587333333333,23.1342592592593,16.6194444444444,29.6398148148148,105.0544,24.0722222222222,17.5722222222222,30.5944444444444,96.7112323020185,14.85,3350.46083177741,0.166647133230931,0.5
"1608","NLA06608-3160","NLA06608-3160-2007-1",1,15,8,2007,41.03691696,-96.83981345,"NE","region_7","TPL",10,10200203,"man-made",0.292233825,2.788928752,391.66,6.6,1.45534931677471,21.00967899,0.27,0,20.32750796,6.8,48.4,271.44,21,2655,237,9.47,9.75,241.7,42.8,"murky","NLA12_NE-106",NA,69.5590524471286,"NLA06608-3160",6,1,227,89.4334,17.3296296296296,10.4303703703704,24.2455555555556,92.0347833333333,19.7101851851852,12.7930555555556,26.6402777777778,83.9808666666667,21.966049382716,15.0308641975309,28.9104938271605,76.1111,23.5361111111111,16.6314814814815,30.4546296296296,85.471,24.3611111111111,17.5555555555556,31.1944444444444,64.2797272012528,28.6947265625,35356.3262783436,0.266659084465968,0.8
"1652","NLA06608-4252","NLA06608-4252-2007-1",1,23,8,2007,43.49623503,-72.91848548,"VT","region_1","NAP",2,2010002,"natural",0.262184754,2.454326005,451.66,22,1.35214603826031,0,4.95,0,1.099737487,71.1,0,1.472,7,188,1,0.602,2.69,73.17,0.59,"blue","NLA12_VT-R02",NA,4.19451348799633,"NLA06608-4252",22,1,235,105.60304,13.0285185185185,6.67222222222222,19.372962962963,100.899383333333,15.6537037037037,9.02546296296296,22.2555555555556,105.872844444444,17.3777777777778,10.8888888888889,23.8438271604938,115.756266666667,18.0166666666667,11.6944444444444,24.3101851851852,95.7749333333333,18.1111111111111,11.6,24.6092592592593,81.6897371850835,4.8903550295858,77190.7432191651,4.31845631045084,13
"1746","NLA06608-NELP-0955","NLA06608-NELP-0955-2007-1",1,29,8,2007,46.965959,-68.856993,"ME","region_1","NAP",1,1010003,"natural",1.02984612,5.948083313,344.87,26.2,1.65343049155755,0,6.07,0,14.29821952,81,0,0.824,10,118,1,0.759,2.94,48.86,0.442,"blue","NLA12_ME-R10",NA,13.88384074312,"NLA06608-NELP-0955",20.5,1,241,103.130773333333,13.1011111111111,6.8162962962963,19.3637037037037,88.4597333333333,15.6162037037037,9.09305555555556,22.125,90.8529777777778,17.266049382716,10.8648148148148,23.6481481481482,97.5444666666667,17.8157407407407,11.4916666666667,24.1111111111111,104.664933333333,17.5203703703704,10.9277777777778,24.1111111111111,24.5848452998232,8.805615234375,498777.399793747,5.3290352315093,16
"1753","NLA06608-NELP-3586","NLA06608-NELP-3586-2007-1",1,30,8,2007,45.752816,-69.077222,"ME","region_1","NAP",1,1020001,"natural",0.874254983,4.811178495,193.05,46.2,1.45153489034579,0,6.22,0,16.01951735,87.6,0,1.083,7,138,3,0.783,3.19,19.94,0.803,"blue","NLA12_ME-R15",NA,18.3236214393988,"NLA06608-NELP-3586",44,1,242,102.734533333333,13.1992592592593,6.90555555555556,19.4711111111111,88.6587,15.6731481481481,9.15231481481482,22.1796296296296,91.1606,17.2808641975309,10.879012345679,23.6635802469136,97.79,17.8055555555556,11.4722222222222,24.1111111111111,105.156,17.5,10.8888888888889,24.1111111111111,29.1714890515222,5.73540994545954,594340.743892775,12.3547314041393,37.2
"1756","NLA06608-NH4912","NLA06608-NH4912-2007-1",1,9,8,2007,43.023373,-72.01599,"NH","region_1","NAP",1,1070003,"natural",0.422153389,2.939896784,352.85,16.9,1.27641532878563,0,7.15,0,4.365945704,87.8,0.1,0.779,6,177,4,0.967,1.91,17.17,0.344,"blue","NLA12_NH-R04",NA,10.3420837490896,"NLA06608-NH4912",16.9,1,221,115.094173333333,11.4525925925926,4.98888888888889,17.8981481481481,112.587616666667,14.2921296296296,7.74953703703704,20.8259259259259,99.8756222222222,16.6975308641975,10.0469135802469,23.3481481481481,105.3211,18.0925925925926,11.7185185185185,24.4666666666667,110.0582,18.6666666666667,12.2888888888889,25.0444444444444,13.3783992273022,9.15527376093294,92012.5637652903,2.33138230342123,7
"1860","","NLA12_CA-116-2012-1",1,12,6,2012,41.22806098,-122.3816476,"CA","region_9","WMT",18,18020005,"natural",0.1958614266,1.855488603,1658,NA,1.18271172526468,17.23202013,9.605,0,1.22490000633363,52.902278,0,1.4,25,62.6,62.6,0.46,1.59,40,NA,"murky","NLA12_CA-116",6559,6.25391138825509,"NLA12_CA-116",34,0,164,54.1528,12.3640740740741,5.28111111111111,19.4474074074074,53.1071666666667,13.4412037037037,6.23194444444445,20.6509259259259,46.5723111111111,15.0376543209877,7.55493827160494,22.5123456790123,22.098,17.0472222222222,9.16203703703704,24.9166666666667,6.2992,18.9222222222222,10.6888888888889,27.1555555555556,-9.23470951421275,4.6901824,106871.175890458,8.25713267317348,25
"1865","","NLA12_CA-132-2012-1",1,13,6,2012,40.50757762,-122.6943291,"CA","region_9","WMT",18,18020113,"man-made",0.3617217915,4.202623881,613.92,NA,1.97118894781298,13.63456264,4.085,0,30.9204121173176,73.786239,0,4,5,137,11.6,3.37,1.48,67,NA,"blue","NLA12_CA-132",6596,85.4811981028175,"NLA12_CA-132",7.8,0,165,53.6786666666667,12.4485185185185,5.35481481481481,19.5425925925926,52.9166666666667,13.5467592592593,6.3212962962963,20.7726851851852,45.3248888888889,15.1641975308642,7.65987654320988,22.6598765432099,21.1836,17.1722222222222,9.26574074074074,25.0638888888889,6.4008,19.0222222222222,10.7833333333333,27.2611111111111,2.79896606860171,18.4193142361111,137019.586699125,1.59957744589794,4.8
"1889","","NLA12_CA-R10-2012-1",1,17,7,2012,40.40351019,-121.3588354,"CA","region_9","WMT",18,18020121,"natural",0.1822610848,1.798700681,1653.01,NA,1.18852136116577,NA,2.35,0,10.1664017948958,84.135977,0,1.944,11,289,59,2.739,3.68,59,1.38,"green","NLA12_CA-R10",7254,55.7793332902173,"NLA12_CA-R10",12,0,199,43.1766133333333,15.6596296296296,8.16074074074074,23.1525925925926,32.0675,17.3583333333333,9.58194444444445,25.1185185185185,14.1054666666667,19.2555555555556,11.15,27.3432098765432,7.0358,20.9222222222222,12.625,29.2037037037037,7.2644,22.4222222222222,14.0888888888889,30.7240740740741,96.5971235336491,4.655625,20276.3488095345,1.33168167731932,4
"1910","","NLA12_CT-118-2012-1",1,17,7,2012,41.77454096,-71.88798099,"CT","region_1","NAP",1,1100001,"natural",0.255197079,2.802215969,59.75,NA,1.56479994467382,12.00907059,4.35,0,3.01320009771513,39.665472,0.567503,2.112,0,255,5,18.57,2.6,137.5,0.59,"blue","NLA12_CT-118",7224,11.8073455602332,"NLA12_CT-118",8.7,0,199,77.5021733333333,13.5448148148148,7.65185185185185,19.4088888888889,89.1116666666667,15.5643518518519,9.61435185185185,21.487037037037,99.1728888888889,17.7635802469136,11.9265432098765,23.5716049382716,103.496533333333,19.7453703703704,13.9175925925926,25.5296296296296,101.735466666667,21.5351851851852,15.5518518518519,27.462962962963,96.0046621963633,13.6,1652.85788078628,0.233224701752813,0.699999999999999
"1949","","NLA12_ID-145-2012-1",1,23,7,2012,44.29971223,-115.2539785,"ID","region_10","WMT",17,17050120,"natural",0.2793849885,2.222828963,2117.46,NA,1.18631379645031,3.290387433,7.1,0,11.5614003380713,74.170948,0,0.441142857,10,29,23,1.477,1.11,59.1,0.16,"blue","NLA12_ID-145",7413,41.3816089409231,"NLA12_ID-145",11.56,0,205,56.3626,9.63666666666667,2.37,16.9044444444444,46.0798333333333,11.6291666666667,3.92777777777778,19.3273148148148,39.8836444444444,13.5055555555556,5.50740740740741,21.4993827160494,35.0350666666667,15.7916666666667,7.43888888888889,24.137962962963,27.5928666666667,18.7740740740741,10.0833333333333,27.4944444444444,9.58010908703154,7.81176391,8368.99764342537,0.666166341779964,2
"1950","","NLA12_ID-148-2012-1",1,16,7,2012,46.20607125,-116.8343671,"ID","region_10","XER",17,17060103,"man-made",0.3808818946,3.60179902,1034.14,NA,1.6463394280073,3.290387433,2.275,0,2.41110006172416,57.409481,1.455767,5.546666667,15,303,77,3.205,3.42,62.7,2.66,"green","NLA12_ID-148",1000068,6.33030893804045,"NLA12_ID-148",29.5,0,198,57.3701333333333,8.58666666666667,1.4937037037037,15.6833333333333,50.9989666666667,10.5888888888889,3.07546296296296,18.0958333333333,42.2345555555556,12.4641975308642,4.6,20.3197530864198,37.9391333333333,14.5277777777778,6.35,22.6925925925926,31.5637333333333,17.2703703703704,8.72222222222222,25.8222222222222,31.4597588256682,6.11480956709897,202094.272603463,7.12447596955443,21.45
"1951","","NLA12_ID-149-2012-1",1,15,7,2012,46.68823022,-116.649551,"ID","region_10","WMT",17,17060306,"natural",0.06488524087,1.137585074,677.78,NA,1.25981273028724,12.10496977,1.05,0,0.21960000056671,59.836066,14.344262,26.72,23,1048,85,3.934,7.09,120.1,3.94,"murky","NLA12_ID-149",1000067,3.38443685531948,"NLA12_ID-149",8.5,0,197,57.5140666666667,8.43666666666667,1.36851851851852,15.5088888888889,51.7017,10.4402777777778,2.9537037037037,17.9199074074074,42.5704,12.3154320987654,4.47037037037037,20.1512345679012,38.354,14.3472222222222,6.19444444444444,22.4861111111111,32.131,17.0555555555556,8.52777777777778,25.5833333333333,93.8756032333721,5.71467546041711,5444.23142362398,0.818569499370678,2.46
"1954","","NLA12_ID-165-2012-1",1,15,7,2012,48.01025724,-116.7078838,"ID","region_10","WMT",17,17010214,"natural",0.213905073,2.700148447,656.52,NA,1.64691872326639,3.290387433,2.5,0,28.1231978014067,85.851895,0.422427,4.056,40,1536,118,4.01,6.08,74.9,0.68,"murky","NLA12_ID-165",7187,131.475132435997,"NLA12_ID-165",14.71,0,197,57.5140666666667,8.43666666666667,1.36851851851852,15.5088888888889,51.7017,10.4402777777778,2.9537037037037,17.9199074074074,42.5704,12.3154320987654,4.47037037037037,20.1512345679012,38.354,14.3472222222222,6.19444444444444,22.4861111111111,32.131,17.0555555555556,8.52777777777778,25.5833333333333,99.7144262579369,5.80581776226595,65765.777159414,2.71236014283098,8.15
"1956","","NLA12_ID-168-2012-1",1,2,7,2012,45.12898626,-116.0220887,"ID","region_10","WMT",17,17050123,"natural",1.220913417,7.373095136,1694.66,NA,1.88235907663826,5.355105547,4.7,0,109.377887761054,41.231455,0,1.296,12,103,17,0.871,1.85,11.45,0.68,"blue","NLA12_ID-168",6937,89.586932404932,"NLA12_ID-168",25.09,0,184,59.3852,6.48666666666667,-0.258888888888889,13.2411111111111,60.8372333333333,8.50833333333333,1.37083333333333,15.6328703703704,46.9363777777778,10.3814814814815,2.78518518518518,17.9604938271605,43.7472666666667,12,4.17222222222222,19.8018518518519,39.5054666666667,14.262962962963,6,22.4777777777778,15.2951755424604,9.12290113251235,688964.421324535,6.27491994095943,18.84
"1957","","NLA12_ID-175-2012-1",1,5,7,2012,43.1914128,-116.9598035,"ID","region_10","XER",17,17050103,"man-made",0.7297437597,5.934699401,1399.79,NA,1.95978576765799,5.355105547,0.225,0,136.283476277619,5.691889,0.008585,24.48,16,553,201,6.131,3.19,106.3,32.31,"green","NLA12_ID-175",6971,186.755247257812,"NLA12_ID-175",10.59,0,187,58.9534,6.93666666666667,0.116666666666667,13.7644444444444,58.7290333333333,8.95416666666667,1.73611111111111,16.1606481481481,45.9288444444444,10.8277777777778,3.17407407407407,18.466049382716,42.5026666666667,12.5416666666667,4.63888888888889,20.4212962962963,37.8036666666667,14.9074074074074,6.58333333333333,23.1944444444444,40.0646343744017,16.9545075757936,347790.758671701,2.4360786626336,7.31
"1962","","NLA12_ID-205-2012-1",1,21,8,2012,44.97021316,-116.001262,"ID","region_10","WMT",17,17050123,"natural",0.1358117154,1.736565188,2008.09,NA,1.32928327755461,4.894451307,1.35,0,5.85450070083074,37.571099,0.27671,2.144,20,373,75,1.257,2.98,20.1,1.61,"green","NLA12_ID-205",1000170,43.1074792302545,"NLA12_ID-205",9.98,0,234,39.8390533333333,13.1466666666667,5.15481481481481,21.1311111111111,33.1808666666667,14.9703703703704,6.67083333333333,23.2606481481481,27.6549555555556,17.0111111111111,8.37222222222222,25.6376543209877,20.1125666666667,19.1851851851852,10.2194444444444,28.1527777777778,12.065,19.8111111111111,10.55,29.05,84.9294520634314,5.82956159583875,17790.586991553,1.20194951201232,3.61
"1964","","NLA12_ID-209-2012-1",1,5,7,2012,44.79670477,-116.7326881,"ID","region_10","WMT",17,17050124,"man-made",0.1244278782,1.71732417,2154.36,NA,1.3733729922002,4.894451307,4.6,0,1.52729996087083,69.475545,0,0.424,10,104,41,1.392,1.8,34.3,0.35,"green","NLA12_ID-209",6970,12.274580125974,"NLA12_ID-209",4.63,0,187,58.9534,6.93666666666667,0.116666666666667,13.7644444444444,58.7290333333333,8.95416666666667,1.73611111111111,16.1606481481481,45.9288444444444,10.8277777777778,3.17407407407407,18.466049382716,42.5026666666667,12.5416666666667,4.63888888888889,20.4212962962963,37.8036666666667,14.9074074074074,6.58333333333333,23.1944444444444,3.76879660908319,14.76,6401.05869692727,0.349905320499766,1.05
"1967","","NLA12_ID-215-2012-1",1,25,7,2012,43.97945187,-114.8776554,"ID","region_10","WMT",17,17060201,"natural",1.582617731,7.565321908,2133.65,NA,1.69642422915784,5.355105547,9.9,0,27.458999279783,36.945264,0,0.717714286,10,38,13,0.974,1.11,23,0.24,"blue","NLA12_ID-215",7479,17.3503675220627,"NLA12_ID-215",48.84,0,207,56.0747333333333,9.93666666666667,2.62037037037037,17.2533333333333,44.6743666666667,11.9263888888889,4.1712962962963,19.6791666666667,39.2119555555556,13.8030864197531,5.76666666666667,21.8364197530864,34.2053333333333,16.1527777777778,7.75,24.5509259259259,26.4583333333333,19.2037037037037,10.4722222222222,27.9722222222222,21.5251519568886,6.10180120606138,1052927.26730268,13.232043094692,39.79
"1969","","NLA12_ID-218-2012-1",1,15,8,2012,47.07386493,-115.9576667,"ID","region_10","WMT",17,17060308,"natural",0.1093755364,1.279058714,1688.66,NA,1.09100175916045,4.894451307,6.725,0,0.675000016383496,64.533333,0,2.04,15,109,37,0.946,1.3,14.33,0.64,"green","NLA12_ID-218",1000159,6.1713984552719,"NLA12_ID-218",20.5,0,228,43.8725733333333,12.46,4.62148148148148,20.2933333333333,35.5176666666667,14.3342592592593,6.15138888888889,22.5106481481481,30.4150888888889,16.3333333333333,7.83518518518518,24.8228395061728,23.4653666666667,18.6074074074074,9.76388888888889,27.4527777777778,15.367,19.9444444444444,10.8055555555556,29.0833333333333,24.2538214700724,5.86590052329421,47718.3552714757,4.47308404584194,13.5
"1977","","NLA12_IL-114-2012-1",1,29,8,2012,40.50804437,-90.16117672,"IL","region_5","TPL",7,7130005,"man-made",0.7290324707,26.77754509,196.36,NA,8.84692593159049,33.22957761,3.005,0,6.0524997836086,51.524164,26.185874,2.8768,15,348,13,72.6,3.23,1366,1.04,"blue","NLA12_IL-114",8303,8.30209905163364,"NLA12_IL-114",14,0,242,61.66104,21.2692592592593,14.2377777777778,28.29,57.3405,23.3851851851852,16.2912037037037,30.4791666666667,55.5413333333333,24.4950617283951,17.3327160493827,31.6574074074074,61.341,25.4648148148148,18.2768518518519,32.6527777777778,87.122,23.262962962963,15.887037037037,30.6388888888889,99.2190279221751,8.77407407407407,33490.1149805324,0.999577959553391,3
"1991","","NLA12_IN-134-2012-1",1,6,8,2012,41.4463142,-87.16882512,"IN","region_5","TPL",4,4040001,"natural",0.04321379985,0.798885887,233.11,NA,1.08409811423688,19.97556585,0.99,0,1.418399974784,25.69797,26.840101,18.24,26,1190,38,12.28,11.73,199.5,5.03,"murky","NLA12_IN-134",7703,32.8228477872214,"NLA12_IN-134",9.9,0,219,59.83224,19.1159259259259,12.1044444444444,26.1274074074074,58.3184,20.7782407407407,13.6648148148148,27.8916666666667,57.7652444444444,23.1030864197531,15.9296296296296,30.2765432098765,56.0493333333333,24.4851851851852,17.2981481481481,31.6722222222222,71.9836,25.8555555555556,18.8222222222222,32.8888888888889,97.0487333561693,8.12505790724726,6730.12321044284,1.29539321570995,3.9
"1994","","NLA12_IN-144-2012-1",1,8,8,2012,41.27216801,-85.53933209,"IN","region_5","UMW",5,5120106,"natural",0.7976723127,6.787075945,272.66,NA,2.14370745300244,3.829073692,1.55,0,28.6497016400614,15.040995,65.962994,7.4,30,836,31,5.984,9.29,367,2.46,"murky","NLA12_IN-144",7753,35.9166304056443,"NLA12_IN-144",27.5,0,221,60.27928,19.2411111111111,12.2207407407407,26.2614814814815,59.0931,20.9541666666667,13.8361111111111,28.0722222222222,58.4990222222222,23.1549382716049,15.979012345679,30.3308641975309,58.3861333333333,24.4907407407407,17.312962962963,31.6685185185185,74.5574666666667,25.5481481481481,18.5037037037037,32.5925925925926,97.9779567099306,7.51640250172795,401674.40083574,6.49034159792252,19.5
"1995","","NLA12_IN-145-2012-1",1,13,8,2012,41.71697825,-85.65916761,"IN","region_5","UMW",4,4050001,"natural",0.09506814738,1.336289067,260.87,NA,1.22258191663384,19.97556585,0.45,0,3.66569962699899,6.923644,65.700958,77.76,22,1416,107,6.023,7.51,468,7.15,"murky","NLA12_IN-145",7896,38.5586521671312,"NLA12_IN-145",2.2,0,226,61.39688,19.5540740740741,12.5114814814815,26.5966666666667,61.02985,21.3939814814815,14.2643518518519,28.5236111111111,60.3334666666667,23.2845679012346,16.1024691358025,30.4666666666667,64.2281333333333,24.5046296296296,17.35,31.6592592592593,80.9921333333333,24.7796296296296,17.7074074074074,31.8518518518518,28.3657869492899,21.4930029154519,9625.43747269077,0.233314675771017,0.7
"2006","","NLA12_IN-172-2012-1",1,25,7,2012,41.38935735,-85.83056287,"IN","region_5","UMW",4,4050001,"natural",0.7351380345,4.459647505,252.87,NA,1.4672737724227,3.829073692,4.7,0,37.3130988596627,12.146941,68.937986,2.16,12,1116,11,22.97,4.39,493,0.57,"blue","NLA12_IN-172",7443,50.7565887065563,"NLA12_IN-172",14,0,207,58.0898,17.9625925925926,11.0333333333333,24.8918518518519,56.0324,19.5310185185185,12.45,26.612037037037,55.3381333333333,22.1191358024691,14.9567901234568,29.2814814814815,48.9796666666667,23.8101851851852,16.5833333333333,31.037037037037,59.0126666666667,25.9814814814815,18.9074074074074,33.0555555555556,86.3540035634418,10.5148148148148,33770.4725267325,0.999581462538206,3
"2012","","NLA12_IN-186-2012-1",1,16,8,2012,41.72566548,-85.4639434,"IN","region_5","UMW",4,4050001,"natural",0.4524791312,2.670447068,256.81,NA,1.11990134209248,4.906636023,2.65,0,7.00019979251902,3.458473,54.024171,2.736,16,484,15,10.9,4.29,367,1.11,"blue","NLA12_IN-186",8100,15.4707682848358,"NLA12_IN-186",13.5,0,229,62.06744,19.7418518518519,12.6859259259259,26.7977777777778,62.1919,21.6578703703704,14.5212962962963,28.7944444444444,61.4341333333333,23.3623456790123,16.1765432098765,30.5481481481481,67.7333333333333,24.512962962963,17.3722222222222,31.6537037037037,84.8529333333333,24.3185185185185,17.2296296296296,31.4074074074074,52.8136010201125,8.00813411078717,30432.7854567379,1.16592923169422,3.5
"2016","","NLA12_IN-196-2012-1",1,12,9,2012,41.42672638,-85.73792608,"IN","region_5","UMW",4,4050001,"natural",1.653987289,5.643792712,259.26,NA,1.23794126156458,3.829073692,4.05,0,121.679998058786,12.173817,55.102811,4.165714286,18,593,17,9.69,5.66,323,1.06,"blue","NLA12_IN-196",8493,73.567674230649,"NLA12_IN-196",9.5,0,256,71.67372,21.2062962962963,14.1359259259259,28.2722222222222,73.8124,22.5773148148148,15.4824074074074,29.6666666666667,80.9018222222222,23.1549382716049,16.1074074074074,30.1950617283951,97.6206666666667,22.6175925925926,15.6648148148148,29.5592592592593,114.2492,20.4555555555556,13.6222222222222,27.2666666666667,96.773868565471,18.61,4582.07492325112,0.166652383390332,0.5
"2047","","NLA12_MA-110-2012-1",1,16,9,2012,42.30567112,-72.83293844,"MA","region_1","NAP",1,1080206,"natural",0.4774847149,3.063454403,336.92,NA,1.25062397999468,265.4228707,2.95,0,2.49840005210816,72.226225,0.036023,5.08,10,238,13,2.067,2.5,37.7,1.07,"blue","NLA12_MA-110",8599,5.23241891131824,"NLA12_MA-110",13.3,0,260,104.902,18.6222222222222,12.6566666666667,24.5403703703704,105.11155,19.9291666666667,13.9402777777778,25.8537037037037,103.251,20.8018518518519,14.6981481481481,26.8308641975309,113.8555,20.7027777777778,14.6027777777778,26.7351851851852,129.2352,19.1,13.1074074074074,25.037037037037,97.6174167950671,10.9817210487384,14287.7697104093,0.766220916636361,2.3
"2054","","NLA12_ME-114-2012-1",1,18,7,2012,44.52528541,-69.98649383,"ME","region_1","NAP",1,1040002,"natural",1.61622639,12.05775178,105.04,NA,2.67553299057323,185.2928907,4.05,0,37.3725023919347,78.89705,4.255268,1.92,20,300,6,3.8,3.8,52,0.61,"blue","NLA12_ME-114",7314,23.1233091002398,"NLA12_ME-114",22,0,200,103.029173333333,9.01444444444444,3.04407407407407,15.0107407407407,116.848466666667,11.5458333333333,5.55046296296296,17.5689814814815,127.575733333333,14.041975308642,8.08333333333333,20.0259259259259,134.4422,16.1888888888889,10.2111111111111,22.1944444444444,105.8164,18.1333333333333,11.9555555555556,24.3333333333333,55.5310830038868,7.6972667638484,654812.705437889,4.66447303592965,14
"2057","","NLA12_ME-118-2012-1",1,15,8,2012,44.21313172,-69.52650339,"ME","region_1","NAP",1,1050003,"natural",0.2969501857,3.086700977,54.08,NA,1.59789348780446,67.86911934,4.83,0,2.25,68.92,8.48,2.092,16,300,11,3.7,3.7,39.1,0.6,"blue","NLA12_ME-118",8015,7.57702843221357,"NLA12_ME-118",8.2,0,228,109.192906666667,12.9344444444444,6.89962962962963,18.9914814814815,116.2558,15.2268518518519,9.20694444444444,21.2666666666667,117.364933333333,17.1962962962963,11.1518518518519,23.2592592592593,96.9687333333333,18.7907407407407,12.612962962963,24.9814814814815,78.486,19.7222222222222,13.5,25.9444444444444,99.2321858594099,9.8,176.713734246265,0.0666429670626415,0.199999999999999
"2058","","NLA12_ME-120-2012-1",1,9,8,2012,45.33344114,-69.26658734,"ME","region_1","NAP",1,1020004,"natural",0.227184264,2.929753632,186.94,NA,1.73395190047401,67.86911934,2.615,0,49.0635018039769,77.063194,0,2.72,55,400,10,0.91,6.7,19.2,0.65,"brown","NLA12_ME-120",7819,215.963469212713,"NLA12_ME-120",5.2,0,222,106.805306666667,12.1988888888889,6.16407407407407,18.2559259259259,116.0653,14.5268518518519,8.49861111111111,20.5777777777778,118.025333333333,16.6925925925926,10.662962962963,22.7407407407407,105.325333333333,18.3907407407407,12.2351851851852,24.5648148148148,66.294,19.7444444444444,13.4333333333333,26.0555555555556,99.2199060673188,14.7,336.134222430358,0.0666542061719277,0.2
"2059","","NLA12_ME-121-2012-1",1,2,8,2012,43.84598141,-70.89131484,"ME","region_1","NAP",1,1060002,"natural",0.2057426252,2.058793348,117.13,NA,1.28040006013788,67.86911934,3.5,0,6.57719943172997,80.65134,2.011494,15.893,15,300,11,3.6,2.7,40.7,1.1,"blue","NLA12_ME-121",7650,31.9680932686474,"NLA12_ME-121",11.6,0,215,104.019773333333,11.3407407407407,5.30592592592593,17.3977777777778,115.84305,13.7101851851852,7.67222222222222,19.7740740740741,118.7958,16.1049382716049,10.0925925925926,22.1358024691358,115.0747,17.9240740740741,11.7944444444444,24.0787037037037,52.07,19.7703703703704,13.3555555555556,26.1851851851852,87.171777867506,8.59194101508916,19836.2241742588,1.19876909593513,3.6
