"SITEID_07"	"VISIT_NO"	"DAY"	"MONTH"	"YEAR"	"LAT"	"LON"	"STATE"	"EPA_REG"	"ECO9"	"HUC2"	"HUC8"	"LAKE_ORIGIN"	"AREA_KM2"	"PERIM_KM"	"ELEVATION_M"	"DEPTHMAX_M"	"SLD"	"WGT"
"616"	"NLA06608-1008"	1	12	7	2007	47.88008342	-112.3069538	"MT"	"Region_8"	"NPL"	"10"	"10030205"	"MAN-MADE"	1.482739359	7.276625809	1258.03	8.2	1.685748192	2.212647044
"617"	"NLA06608-1010"	1	9	8	2007	41.44985958	-73.28915784	"CT"	"Region_1"	"NAP"	"1"	"1100005"	"MAN-MADE"	3.823324525	39.77683521	30.71	16	5.738583599	8.828334474
"618"	"NLA06608-1012"	1	17	10	2007	40.39202891	-93.85323148	"MO"	"Region_7"	"TPL"	"10"	"10280102"	"MAN-MADE"	0.106494952	1.847864998	270.07	2.5	1.597352612	21.69128674
"619"	"NLA06608-1014"	1	13	9	2007	42.58198097	-83.84598941	"MI"	"Region_5"	"UMW"	"4"	"4080203"	"NATURAL"	1.200881001	7.283318504	291.26	21.1	1.874883916	3.743461174
"620"	"NLA06608-1015"	1	14	8	2007	43.13964644	-94.66049019	"IA"	"Region_7"	"TPL"	"7"	"7100002"	"NATURAL"	3.626213352	23.45129057	372.61	2.7	3.474042598	6.699306329
"621"	"NLA06608-1016"	1	23	7	2007	35.87344908	-96.55655629	"OK"	"Region_6"	"SPL"	"11"	"11100303"	"MAN-MADE"	0.272097894	3.317739361	265.63	2.9	1.794216075	9.346499571
"622"	"NLA06608-1018"	1	2	8	2007	47.66725682	-90.98970016	"MN"	"Region_5"	"UMW"	"4"	"4010101"	"NATURAL"	0.420609615	3.172932873	511.99	1.1	1.380118426	285.5891281
"623"	"NLA06608-1022"	1	10	7	2007	47.13645291	-99.05940629	"ND"	"Region_8"	"NPL"	"10"	"10160002"	"NATURAL"	0.140827771	1.752777745	570.1	2	1.317582341	81.78952116
"624"	"NLA06608-1024"	1	7	8	2007	48.8960231	-99.71392205	"ND"	"Region_8"	"TPL"	"9"	"9010004"	"NATURAL"	0.047154969	1.0115846	625.92	2.8	1.314115519	679.7800111
"625"	"NLA06608-1034"	1	16	8	2007	42.74496123	-83.3105724	"MI"	"Region_5"	"UMW"	"4"	"4090003"	"NATURAL"	0.112223888	1.454307144	301.57	9	1.224640307	123.5177874
"626"	"NLA06608-1035"	1	14	8	2007	43.30580348	-94.69023855	"IA"	"Region_7"	"TPL"	"7"	"7100002"	"NATURAL"	0.928149531	8.441814971	386.6	2.7	2.471848916	6.08408436
"627"	"NLA06608-1036"	1	14	6	2007	39.01484504	-95.2899994	"KS"	"Region_7"	"TPL"	"10"	"10270104"	"NATURAL"	0.118442708	1.560001284	250.08	4.5	1.278691742	31.29402083
"628"	"NLA06608-1037"	1	5	9	2007	40.30650105	-74.13720525	"NJ"	"Region_2"	"CPL"	"2"	"2030104"	"MAN-MADE"	2.162564885	22.91476829	0	8.1	4.395678947	60.13864954
"629"	"NLA06608-1038"	1	3	8	2007	47.76285371	-91.60874473	"MN"	"Region_5"	"UMW"	"9"	"9030001"	"NATURAL"	0.751845091	5.480727418	484.34	5.5	1.783072848	105.454706
"630"	"NLA06608-1039"	1	28	8	2007	33.29231012	-84.47502308	"GA"	"Region_4"	"SAP"	"3"	"3130005"	"MAN-MADE"	0.168007882	3.256661565	244	4.6	2.24131485	70.27214413
"631"	"NLA06608-1041"	1	16	8	2007	47.72869709	-119.5926045	"WA"	"Region_10"	"XER"	"17"	"17020012"	"NATURAL"	0.751873962	5.935974749	559.27	19.5	1.931143694	7.363183584
"632"	"NLA06608-1044"	1	10	7	2007	34.83840643	-87.94670174	"TN"	"Region_4"	"CPL"	"6"	"6040001"	"MAN-MADE"	168.1929547	501.8690952	126.19	3.6	10.9164548	8.555298752
"633"	"NLA06608-1045"	1	29	8	2007	42.49353258	-77.14037466	"NY"	"Region_2"	"NAP"	"4"	"4140201"	"NATURAL"	45.64910063	91.32945468	217.44	49.6	3.813202066	8.418311244
"634"	"NLA06608-1047"	1	26	6	2007	31.19359518	-94.30727333	"TX"	"Region_6"	"CPL"	"12"	"12020005"	"MAN-MADE"	456.5068995	990.8719513	49.99	17.4	13.08244538	2.186087249
"635"	"NLA06608-1052"	1	27	6	2007	39.61456971	-99.18240152	"KS"	"Region_7"	"SPL"	"10"	"10260012"	"MAN-MADE"	19.77978547	46.35823439	527.53	7.7	2.940432176	4.093364492
"636"	"NLA06608-1055"	1	24	7	2007	39.92081406	-81.46928239	"OH"	"Region_5"	"SAP"	"5"	"5040005"	"MAN-MADE"	0.103230291	1.341949258	244.75	3.8	1.178223245	43.63817416
"637"	"NLA06608-1056"	1	27	9	2007	38.08837452	-91.45201074	"MO"	"Region_7"	"SAP"	"7"	"7140103"	"MAN-MADE"	1.149874631	11.18567744	271.02	8.4	2.942605979	5.134942418
"638"	"NLA06608-1057"	1	14	8	2007	47.26690206	-121.094003	"WA"	"Region_10"	"WMT"	"17"	"17030001"	"NATURAL"	18.16322738	32.41577789	678.81	20.3	2.145630856	8.741017273
"639"	"NLA06608-1058"	1	5	9	2007	42.36491565	-122.2142097	"OR"	"Region_10"	"WMT"	"18"	"18010203"	"NATURAL"	4.771466455	11.28956834	1510.93	16.4	1.457962881	4.40366347
"640"	"NLA06608-1059"	1	30	7	2007	44.00551584	-88.41583313	"WI"	"Region_5"	"TPL"	"4"	"4030204"	"NATURAL"	539.8861144	167.1712072	227.64	5	2.029576697	7.527925891
"641"	"NLA06608-1060"	1	14	8	2007	37.66794161	-88.83968274	"IL"	"Region_5"	"TPL"	"5"	"5140204"	"MAN-MADE"	0.051543501	1.516988421	132.18	1.8	1.884908948	453.208207
"642"	"NLA06608-1060"	2	14	8	2007	37.66794161	-88.83968274	"IL"	"Region_5"	"TPL"	"5"	"5140204"	"MAN-MADE"	0.051543501	1.516988421	132.18	1.8	1.884908948	453.208207
"643"	"NLA06608-1070"	1	11	7	2007	46.09726783	-97.23731774	"ND"	"Region_8"	"TPL"	"9"	"9020105"	"NATURAL"	2.562104237	6.83910766	330.05	4.2	1.205302649	87.25882266
"644"	"NLA06608-1073"	1	13	8	2007	45.22936379	-117.2723703	"OR"	"Region_10"	"WMT"	"17"	"17060105"	"NATURAL"	0.243012032	3.086864133	2393.93	29	1.766439201	10.83066738
"645"	"NLA06608-1075"	1	27	8	2007	45.35264891	-89.47240376	"WI"	"Region_5"	"UMW"	"7"	"7070002"	"NATURAL"	0.229750308	1.930862295	467.27	2.6	1.136366228	159.855637
"646"	"NLA06608-1083"	1	29	6	2007	39.99374059	-104.5793379	"CO"	"Region_8"	"SPL"	"10"	"10190003"	"MAN-MADE"	2.844633033	10.50920713	1544.86	7.9	1.757728908	5.170878971
"647"	"NLA06608-1086"	1	27	8	2007	47.34437749	-100.0458254	"ND"	"Region_8"	"NPL"	"10"	"10160001"	"NATURAL"	0.444142637	4.619350134	586.23	2.6	1.955305926	54.02043965
"648"	"NLA06608-1087"	1	20	7	2007	35.05636423	-82.33960673	"SC"	"Region_4"	"SAP"	"3"	"3050107"	"MAN-MADE"	0.043931461	0.845930963	294.39	2.8	1.138523931	377.5384695
"649"	"NLA06608-1089"	1	20	7	2007	47.92615582	-114.4032969	"MT"	"Region_8"	"WMT"	"17"	"17010208"	"NATURAL"	6.040886892	11.39443014	1128.1	12.3	1.307787934	1.69454268
"650"	"NLA06608-1091"	1	16	7	2007	46.64554759	-99.56622833	"ND"	"Region_8"	"NPL"	"10"	"10130103"	"NATURAL"	16.23508654	29.68684097	581.54	4.3	2.078412521	21.96428238
"651"	"NLA06608-1096"	1	2	8	2007	42.80283231	-98.6667271	"NE"	"Region_7"	"NPL"	"10"	"10150007"	"MAN-MADE"	0.5897622	7.114667395	458.42	2.5	2.613431993	1.952771289
"652"	"NLA06608-1100"	1	28	6	2007	39.03618262	-94.76922848	"KS"	"Region_7"	"TPL"	"10"	"10270104"	"MAN-MADE"	0.558672963	5.715020409	251	8	2.156919946	7.632136181
"653"	"NLA06608-1101"	1	9	9	2007	41.16921419	-74.46409963	"NJ"	"Region_2"	"NAP"	"2"	"2020007"	"MAN-MADE"	1.28792843	7.996450479	360.99	3.4	1.987679941	52.62994138
"654"	"NLA06608-1102"	1	16	7	2007	48.04272711	-91.80243774	"MN"	"Region_5"	"UMW"	"9"	"9030001"	"NATURAL"	0.117956182	1.634214872	422.34	13.4	1.342282329	432.3955559
"655"	"NLA06608-1103"	1	28	8	2007	40.20925528	-83.14039964	"OH"	"Region_5"	"TPL"	"5"	"5060001"	"MAN-MADE"	3.679788005	36.6577122	257.81	12	5.390747939	6.710008221
"656"	"NLA06608-1107"	1	27	8	2007	45.8905697	-99.03925508	"SD"	"Region_8"	"NPL"	"10"	"10130106"	"NATURAL"	0.589978035	5.787080996	615.57	1	2.125380575	4.952820439
"657"	"NLA06608-1108"	1	21	6	2007	39.3479549	-88.46818961	"IL"	"Region_5"	"TPL"	"5"	"5120114"	"MAN-MADE"	3.632721174	29.70944125	192.87	7.2	4.397172663	20.33534178
"658"	"NLA06608-1108"	2	2	7	2007	39.3479549	-88.46818961	"IL"	"Region_5"	"TPL"	"5"	"5120114"	"MAN-MADE"	3.632721174	29.70944125	192.87	8.2	4.397172663	20.33534178
"659"	"NLA06608-1111"	1	10	7	2007	44.43065201	-96.29030059	"MN"	"Region_5"	"TPL"	"7"	"7020004"	"NATURAL"	0.340538121	2.496046325	521.78	1.5	1.206604225	478.7734946
"660"	"NLA06608-1113"	1	16	7	2007	35.79847217	-81.29840323	"NC"	"Region_4"	"SAP"	"3"	"3050101"	"MAN-MADE"	15.58997979	152.522911	283.34	20.3	10.8970107	5.939198937
"661"	"NLA06608-1114"	1	21	6	2007	30.47158625	-88.61259404	"MS"	"Region_4"	"CPL"	"3"	"3170006"	"NATURAL"	0.255655738	4.69236045	15	5	2.617933807	72.09075834
"662"	"NLA06608-1115"	1	30	7	2007	41.63897307	-87.52959736	"IL"	"Region_5"	"TPL"	"4"	"4040001"	"MAN-MADE"	0.37637865	3.782105666	177.59	4.9	1.739066688	50.01411312
"663"	"NLA06608-1119"	1	30	8	2007	40.75775549	-109.6229151	"UT"	"Region_8"	"WMT"	"14"	"14060002"	"MAN-MADE"	0.499033387	4.682870446	2827.96	6.4	1.870003459	12.23691498
"664"	"NLA06608-1120"	1	27	8	2007	37.14689417	-90.79086629	"MO"	"Region_7"	"SAP"	"11"	"11010007"	"MAN-MADE"	6.589323227	36.68652074	151.74	8.7	4.03163483	2.084172406
"665"	"NLA06608-1122"	1	26	7	2007	42.25855906	-71.89175564	"MA"	"Region_1"	"NAP"	"1"	"1090003"	"MAN-MADE"	0.043500638	1.110199996	259.6	2.6	1.501579995	483.9862215
"666"	"NLA06608-1124"	1	17	7	2007	36.60379676	-104.6397618	"NM"	"Region_6"	"SPL"	"11"	"11080001"	"MAN-MADE"	1.223773218	4.934965749	1873	2.7	1.25842906	3.820290719
"667"	"NLA06608-1125"	1	7	8	2007	41.93751914	-73.45450471	"CT"	"Region_1"	"NAP"	"1"	"1100005"	"NATURAL"	0.688083055	4.417176416	212.17	7.5	1.502171027	8.828334474
"668"	"NLA06608-1129"	1	6	6	2007	34.53807855	-111.2044517	"AZ"	"Region_9"	"WMT"	"15"	"15020008"	"MAN-MADE"	1.184056521	23.6706404	2048	19.2	6.136473437	1.29530541
"669"	"NLA06608-1130"	1	21	8	2007	42.61644253	-85.20168529	"MI"	"Region_5"	"UMW"	"4"	"4050007"	"NATURAL"	1.775011901	14.54438146	241.34	9.4	3.079567231	3.743461174
"670"	"NLA06608-1131"	1	26	6	2007	41.67158213	-85.0498935	"IN"	"Region_5"	"UMW"	"4"	"4050001"	"NATURAL"	2.407806756	9.074938991	300.35	25.9	1.649787344	2.451426407
"671"	"NLA06608-1134"	1	7	8	2007	46.97285023	-95.6552124	"MN"	"Region_5"	"UMW"	"9"	"9020103"	"NATURAL"	7.42958126	13.78731575	448.36	5.5	1.426896988	116.1182748
"672"	"NLA06608-1141"	1	9	7	2007	34.55063761	-118.1208238	"CA"	"Region_9"	"XER"	"18"	"18090206"	"MAN-MADE"	0.921620131	4.676191804	858.99	7.7	1.374078069	20.89269613
"673"	"NLA06608-1143"	1	31	7	2007	45.72351557	-92.16793858	"WI"	"Region_5"	"UMW"	"7"	"7030001"	"NATURAL"	0.050872773	1.038101705	300.59	1.8	1.298351451	724.8867084
"674"	"NLA06608-1145"	1	12	9	2007	40.1114616	-75.86456997	"PA"	"Region_3"	"SAP"	"2"	"2040205"	"MAN-MADE"	0.631960456	3.830792125	186.74	4.5	1.359373195	8.115238038
"675"	"NLA06608-1147"	1	27	7	2007	40.48406381	-104.9010317	"CO"	"Region_8"	"SPL"	"10"	"10190007"	"MAN-MADE"	0.578471409	3.231864219	1460.01	9.8	1.198690946	4.696018115
"676"	"NLA06608-1148"	1	31	7	2007	42.14994307	-101.8384538	"NE"	"Region_7"	"SPL"	"10"	"10210001"	"NATURAL"	2.019526692	6.059036981	1140.27	1.4	1.202745865	4.160811284
"677"	"NLA06608-1150"	1	19	7	2007	48.1652	-92.1073	"MN"	"Region_5"	"UMW"	"9"	"9030001"	"NATURAL"	0.44463942	3.445865749	377.78	5.2	1.457771448	285.5891281
"678"	"NLA06608-1151"	1	17	7	2007	34.03321325	-109.4367421	"AZ"	"Region_9"	"WMT"	"15"	"15020001"	"MAN-MADE"	0.568456927	4.607212409	2505.8	3.7	1.723790654	1.176352744
"679"	"NLA06608-1153"	1	19	7	2007	48.57775125	-113.9310021	"MT"	"Region_8"	"WMT"	"17"	"17010207"	"NATURAL"	27.92637856	35.18925172	961	49.3	1.878441997	1.69454268
"680"	"NLA06608-1155"	1	17	7	2007	47.07428203	-99.63068806	"ND"	"Region_8"	"NPL"	"10"	"10130103"	"NATURAL"	0.129152203	1.495564759	534.11	3.2	1.173949411	81.78952116
"681"	"NLA06608-1162"	1	6	9	2007	44.43080897	-83.92048752	"MI"	"Region_5"	"UMW"	"4"	"4070007"	"NATURAL"	1.055832754	7.786962238	273.24	15	2.137792609	33.17025852
"682"	"NLA06608-1163"	1	2	7	2007	40.91152674	-86.33837152	"IN"	"Region_5"	"UMW"	"5"	"5120106"	"NATURAL"	0.16745379	1.931985893	241.97	11.4	1.331838388	16.39880261
"683"	"NLA06608-1164"	1	11	9	2007	35.20544322	-96.55493352	"OK"	"Region_6"	"SPL"	"11"	"11100302"	"MAN-MADE"	1.477387512	20.62588607	262.71	8.8	4.786967407	3.800212608
"684"	"NLA06608-1166"	1	14	8	2007	46.00218518	-89.61298609	"WI"	"Region_5"	"UMW"	"7"	"7050002"	"NATURAL"	0.358804714	2.201800109	502.08	17.7	1.036916742	7.527925891
"685"	"NLA06608-1167"	1	20	9	2007	42.12121846	-84.32304093	"MI"	"Region_5"	"UMW"	"4"	"4100002"	"NATURAL"	2.328622654	9.266729094	294.94	15.5	1.713057639	33.17025852
"686"	"NLA06608-1170"	1	18	7	2007	41.18833129	-111.3838226	"UT"	"Region_8"	"WMT"	"16"	"16020101"	"MAN-MADE"	1.438261351	13.22884189	1830	39	3.111701927	4.975432594
"687"	"NLA06608-1172"	1	27	6	2007	39.27750349	-86.21179967	"IN"	"Region_5"	"SAP"	"5"	"5120202"	"MAN-MADE"	0.06315549	1.308242078	249.35	7.7	1.468512434	236.0552488
"688"	"NLA06608-1174"	1	15	8	2007	45.33667139	-70.66748588	"ME"	"Region_1"	"NAP"	"1"	"1030002"	"NATURAL"	2.727759227	23.28120235	385.45	26	3.976467679	68.10333034
"689"	"NLA06608-1175"	1	21	8	2007	45.00157961	-94.33240543	"MN"	"Region_5"	"UMW"	"7"	"7010204"	"NATURAL"	4.283024256	9.177586327	322.88	3	1.250973988	116.1182748
"690"	"NLA06608-1177"	1	28	6	2007	35.03251939	-79.04177704	"NC"	"Region_4"	"CPL"	"3"	"3030004"	"MAN-MADE"	0.173348374	2.913383349	48.24	2.7	1.973934852	93.75543666
"691"	"NLA06608-1179"	1	1	8	2007	42.28383032	-88.12382987	"IL"	"Region_5"	"TPL"	"7"	"7120006"	"MAN-MADE"	0.347829294	4.631947519	238.86	1.5	2.215519722	50.01411312
"692"	"NLA06608-1181"	1	26	6	2007	35.81387892	-78.52879549	"NC"	"Region_4"	"SAP"	"3"	"3020201"	"MAN-MADE"	0.207553885	2.884278558	54.74	1.8	1.785939884	31.31962228
"693"	"NLA06608-1183"	1	29	8	2007	40.67877769	-110.7617077	"UT"	"Region_8"	"WMT"	"14"	"14060003"	"NATURAL"	0.109589336	1.67703314	3277.17	12	1.429066915	18.5272727
"694"	"NLA06608-1185"	1	16	8	2007	27.84728979	-82.77867302	"FL"	"Region_4"	"CPL"	"3"	"3100207"	"NATURAL"	2.768084358	14.51797068	1.25	2.4	2.461565081	2.082890779
"695"	"NLA06608-1189"	1	21	9	2007	41.70034673	-74.67614714	"NY"	"Region_2"	"NAP"	"2"	"2040104"	"NATURAL"	0.303530954	2.185119877	438.73	8	1.11884221	245.2421149
"696"	"NLA06608-1190"	1	25	6	2007	44.08794072	-123.3000758	"OR"	"Region_10"	"WMT"	"17"	"17090003"	"MAN-MADE"	32.30277164	44.53661254	115.1	5.3	2.210509348	4.40366347
"697"	"NLA06608-1191"	1	6	8	2007	30.00789769	-97.8223278	"TX"	"Region_6"	"SPL"	"12"	"12100203"	"MAN-MADE"	0.63030379	5.143504514	194.9	2.2	1.827591939	14.65122326
"698"	"NLA06608-1195"	1	2	7	2007	41.41506353	-86.47388358	"IN"	"Region_5"	"TPL"	"7"	"7120001"	"NATURAL"	1.29117075	8.541185273	222.37	8.9	2.120417457	7.382779885
"699"	"NLA06608-1198"	1	25	7	2007	46.41917873	-95.84076097	"MN"	"Region_5"	"UMW"	"9"	"9020103"	"NATURAL"	0.345398476	2.558291207	405.95	10	1.227961747	285.5891281
"700"	"NLA06608-1199"	1	15	8	2007	39.60633701	-84.96745506	"IN"	"Region_5"	"TPL"	"5"	"5080003"	"MAN-MADE"	0.727515429	6.371979051	254.76	11.7	2.107406442	2.451426407
"701"	"NLA06608-1204"	1	28	8	2007	34.44592488	-93.11174318	"AR"	"Region_6"	"SAP"	"8"	"8040101"	"MAN-MADE"	25.06867396	186.5510673	118.4	30	10.51059072	3.801481249
"702"	"NLA06608-1206"	1	2	8	2007	46.04071508	-86.80571961	"MI"	"Region_5"	"UMW"	"4"	"4030111"	"NATURAL"	0.118227692	1.343363212	229.44	2.2	1.102120077	141.00558
"703"	"NLA06608-1207"	1	26	7	2007	45.31578279	-92.56439548	"WI"	"Region_5"	"UMW"	"7"	"7030005"	"NATURAL"	0.261330476	2.187962762	286.83	7	1.207368843	159.855637
"704"	"NLA06608-1208"	1	12	7	2007	38.75947482	-97.16290101	"KS"	"Region_7"	"SPL"	"10"	"10260008"	"MAN-MADE"	0.128529382	1.629498586	372.63	3.2	1.282176597	15.24267062
"705"	"NLA06608-1208"	2	25	7	2007	38.75947482	-97.16290101	"KS"	"Region_7"	"SPL"	"10"	"10260008"	"MAN-MADE"	0.128529382	1.629498586	372.63	3.4	1.282176597	15.24267062
"706"	"NLA06608-1209"	1	15	8	2007	41.09921102	-75.52182529	"PA"	"Region_3"	"NAP"	"2"	"2040106"	"MAN-MADE"	2.086935041	16.82150512	494.21	4.5	3.284773698	3.283942861
"707"	"NLA06608-1210"	1	15	8	2007	47.86470218	-101.5137215	"ND"	"Region_8"	"NPL"	"10"	"10110101"	"NATURAL"	0.524948738	4.697762391	621.61	1.4	1.829058798	19.94722145
"708"	"NLA06608-1217"	1	24	7	2007	48.27375687	-117.3323799	"WA"	"Region_10"	"WMT"	"17"	"17010216"	"MAN-MADE"	1.945544583	8.051289981	619.78	1	1.628320697	8.741017273
"709"	"NLA06608-1219"	1	20	8	2007	47.0508466	-99.45309149	"ND"	"Region_8"	"NPL"	"10"	"10130103"	"MAN-MADE"	1.431940326	10.70362818	530.42	2.2	2.523269409	21.96428238
"710"	"NLA06608-1220"	1	11	7	2007	35.67385009	-88.31948013	"TN"	"Region_4"	"CPL"	"6"	"6040001"	"MAN-MADE"	0.567236102	5.791879965	131.98	2.2	2.169365298	21.25955527
"711"	"NLA06608-1222"	1	31	7	2007	41.65548495	-70.3351834	"MA"	"Region_1"	"CPL"	"1"	"1090002"	"NATURAL"	0.184459989	2.646565613	9.79	6.5	1.738307662	129.5449334
"712"	"NLA06608-1223"	1	24	7	2007	43.37516208	-93.46829619	"IA"	"Region_7"	"TPL"	"7"	"7080203"	"NATURAL"	0.150631031	3.656605613	380.39	1.8	2.657761253	24.94654946
"713"	"NLA06608-1224"	1	12	7	2007	33.16058732	-96.10401913	"TX"	"Region_6"	"SPL"	"12"	"12010001"	"MAN-MADE"	0.69980567	3.352558138	155.46	5.5	1.130531474	14.65122326
"714"	"NLA06608-1227"	1	3	7	2007	40.49021653	-86.00305553	"IN"	"Region_5"	"TPL"	"5"	"5120107"	"MAN-MADE"	0.127423131	1.436199689	253.44	6.3	1.134973603	27.49163488
"715"	"NLA06608-1232"	1	22	8	2007	39.29721636	-91.00152146	"MO"	"Region_7"	"TPL"	"7"	"7110004"	"MAN-MADE"	0.136471544	1.90071869	206.81	8.1	1.451415845	21.69128674
"716"	"NLA06608-1236"	1	16	8	2007	35.55992713	-105.1611962	"NM"	"Region_6"	"XER"	"13"	"13060001"	"MAN-MADE"	0.18493556	1.756089384	1980.04	1.9	1.151944278	25.77191998
"717"	"NLA06608-1238"	1	16	8	2007	44.04280484	-70.52697713	"ME"	"Region_1"	"NAP"	"1"	"1060001"	"NATURAL"	5.370270384	14.10140688	129.68	18.6	1.716561768	68.10333034
"718"	"NLA06608-1239"	1	24	7	2007	45.23854717	-94.95289584	"MN"	"Region_5"	"UMW"	"7"	"7010204"	"NATURAL"	0.726804402	6.987628124	361.19	3	2.312150384	5.66008504
"719"	"NLA06608-1240"	1	18	7	2007	34.52419902	-96.50308213	"OK"	"Region_6"	"SPL"	"11"	"11140104"	"MAN-MADE"	0.38133885	4.454118912	214.01	6.7	2.034704517	9.346499571
"720"	"NLA06608-1241"	1	23	6	2007	36.11835531	-79.31994397	"NC"	"Region_4"	"SAP"	"3"	"3030002"	"MAN-MADE"	2.805817178	43.25442397	161.97	7.5	7.284435729	11.56487147
"721"	"NLA06608-1242"	1	10	7	2007	43.80794846	-87.97829791	"WI"	"Region_5"	"TPL"	"4"	"4030101"	"NATURAL"	0.211936439	3.207156061	269.46	7.1	1.965225292	267.9886398
"722"	"NLA06608-1243"	1	7	8	2007	41.49584791	-85.4335164	"IN"	"Region_5"	"UMW"	"4"	"4050001"	"NATURAL"	0.862795263	9.597849109	270.12	13.4	2.914842613	3.999418784
"723"	"NLA06608-1244"	1	7	8	2007	42.56509972	-100.4927777	"NE"	"Region_7"	"SPL"	"10"	"10150004"	"NATURAL"	1.588522664	7.318841269	872.35	2.1	1.638101049	4.160811284
"724"	"NLA06608-1245"	1	29	6	2007	34.93328103	-77.102743	"NC"	"Region_4"	"CPL"	"3"	"3020106"	"NATURAL"	3.82939341	8.648127847	11.04	1.5	1.246671917	25.17768605
"725"	"NLA06608-1255"	1	15	8	2007	45.29000323	-98.76204738	"SD"	"Region_8"	"TPL"	"10"	"10160008"	"NATURAL"	0.45736867	3.598668083	409.3	1.1	1.501079363	53.28692003
"726"	"NLA06608-1256"	1	17	7	2007	38.12541781	-96.31123963	"KS"	"Region_7"	"TPL"	"11"	"11070101"	"MAN-MADE"	0.161022172	2.344281998	391.96	4	1.64801849	31.29402083
"727"	"NLA06608-1258"	1	22	8	2007	43.15032025	-85.47563891	"MI"	"Region_5"	"UMW"	"4"	"4050006"	"NATURAL"	0.300213479	2.52313727	269.27	1.5	1.299035002	81.58117426
"728"	"NLA06608-1259"	1	21	6	2007	41.37196888	-106.250251	"WY"	"Region_8"	"WMT"	"10"	"10180010"	"NATURAL"	0.16540525	1.829359201	3210.57	9.5	1.26887667	40.31619797
"729"	"NLA06608-1261"	1	25	6	2007	38.38375695	-115.1046656	"NV"	"Region_9"	"XER"	"15"	"15010011"	"MAN-MADE"	2.762346208	16.35570496	1570.27	1.1	2.776037201	1.036696107
"730"	"NLA06608-1262"	1	9	7	2007	46.56718218	-94.32426564	"MN"	"Region_5"	"UMW"	"7"	"7010106"	"NATURAL"	2.523000582	18.61552286	372.34	4.2	3.306066855	116.1182748
"731"	"NLA06608-1263"	1	23	8	2007	38.79221156	-84.64320588	"KY"	"Region_4"	"SAP"	"5"	"5100205"	"MAN-MADE"	0.543148502	10.63994493	232.26	7.4	4.072631864	2.966501553
"732"	"NLA06608-1266"	1	12	7	2007	42.11998183	-119.9976109	"OR"	"Region_10"	"XER"	"17"	"17120007"	"MAN-MADE"	0.137561785	2.660069743	1752.34	1.5	2.023201744	15.21013362
"733"	"NLA06608-1268"	1	17	7	2007	41.47720752	-92.46019565	"IA"	"Region_7"	"TPL"	"7"	"7080106"	"MAN-MADE"	0.50171009	7.186491922	238.83	7.6	2.862105194	6.08408436
"734"	"NLA06608-1269"	1	24	7	2007	38.50785067	-121.5362609	"CA"	"Region_9"	"XER"	"18"	"18020109"	"MAN-MADE"	0.213691263	3.719272554	3.21	3.9	2.269654181	56.58094452
"735"	"NLA06608-1270"	1	30	8	2007	43.35530141	-109.3834683	"WY"	"Region_8"	"XER"	"10"	"10080001"	"MAN-MADE"	0.7483442	7.70584	1975	5.8	2.512837223	10.04239227
"736"	"NLA06608-1271"	1	7	8	2007	43.4613315	-95.17278405	"IA"	"Region_7"	"TPL"	"10"	"10230003"	"NATURAL"	0.206734633	1.690061039	437.09	1.7	1.048554091	16.47672648
"737"	"NLA06608-1273"	1	7	9	2007	40.93548087	-74.25538694	"NJ"	"Region_2"	"SAP"	"2"	"2030103"	"MAN-MADE"	0.326834714	4.349445499	55.92	2.2	2.146173719	74.80909026
"738"	"NLA06608-1274"	1	1	8	2007	47.91515143	-90.34231242	"MN"	"Region_5"	"UMW"	"4"	"4010101"	"NATURAL"	0.537635467	3.862511141	592.67	7.6	1.486007009	105.454706
"739"	"NLA06608-1278"	1	21	8	2007	48.01890447	-98.89293534	"ND"	"Region_8"	"TPL"	"9"	"9020201"	"NATURAL"	199.9428201	232.2767882	434.35	11.5	4.633914042	4.150881426
"740"	"NLA06608-1279"	1	26	8	2007	36.03990354	-106.8487839	"NM"	"Region_6"	"WMT"	"13"	"13020202"	"MAN-MADE"	0.144621332	1.509856336	2868.2	3.4	1.119990953	27.7848793
"741"	"NLA06608-1281"	1	18	7	2007	48.13500634	-116.1556177	"ID"	"Region_10"	"WMT"	"17"	"17010213"	"NATURAL"	0.062332099	1.018033316	839	9.5	1.150273681	233.8381551
"742"	"NLA06608-1283"	1	27	6	2007	45.88816389	-93.27559075	"MN"	"Region_5"	"UMW"	"7"	"7030004"	"NATURAL"	0.071423495	1.337413971	300.96	5.5	1.411693367	545.0266745
"743"	"NLA06608-1284"	1	24	8	2007	36.82323361	-107.4638244	"NM"	"Region_8"	"WMT"	"14"	"14080101"	"MAN-MADE"	62.23081149	271.8931761	1855	48.5	9.722784137	3.376300757
"744"	"NLA06608-1288"	1	27	8	2007	33.7202532	-94.00429471	"AR"	"Region_6"	"CPL"	"11"	"11140109"	"MAN-MADE"	104.8847613	187.8632545	80.44	10	5.174646806	3.801481249
"745"	"NLA06608-1292"	1	20	7	2007	39.00193733	-95.7860147	"KS"	"Region_7"	"TPL"	"10"	"10270102"	"MAN-MADE"	1.019459965	7.168881617	350.58	8.8	2.002909788	8.403896987
"746"	"NLA06608-1295"	1	12	7	2007	33.15857155	-107.2214132	"NM"	"Region_6"	"XER"	"13"	"13030101"	"MAN-MADE"	0.111986091	4.029969754	1296.36	1.2	3.397150699	25.77191998
